method,split,task,regime,mean_success,ci95_success,mean_rare_failure_recall,ci95_rare_failure_recall,mean_contact_boundary_error,ci95_contact_boundary_error,mean_tail_risk_rate,ci95_tail_risk_rate,mean_unsafe_commitment,ci95_unsafe_commitment,mean_overtrust_rate,ci95_overtrust_rate,mean_calibration_ece,ci95_calibration_ece,mean_recovery_success,ci95_recovery_success,mean_intervention_cost,ci95_intervention_cost,mean_data_efficiency_proxy,ci95_data_efficiency_proxy,groups
proposed_embodied_scale_exception_audit,embodiment_shift,deformable_handling,rare_contact_tail,0.5952,0.0388,0.5612,0.0365,0.2602,0.018,0.1327,0.0415,0.0663,0.0168,0.0629,0.0243,0.0493,0.0193,0.517,0.048,0.1803,0.0267,0.551,0.0406,7
proposed_embodied_scale_exception_audit,embodiment_shift,deformable_handling,recovery_scarce_failure,0.5799,0.0226,0.551,0.0431,0.2075,0.0215,0.1463,0.0258,0.0697,0.02,0.051,0.0189,0.0578,0.0224,0.5,0.0265,0.2313,0.0238,0.5085,0.0422,7
proposed_embodied_scale_exception_audit,embodiment_shift,deformable_handling,spurious_visual_shortcut,0.5816,0.0412,0.5425,0.0254,0.2177,0.0291,0.131,0.0292,0.034,0.0139,0.0646,0.019,0.068,0.015,0.5425,0.0377,0.2007,0.0343,0.5034,0.0477,7
proposed_embodied_scale_exception_audit,embodiment_shift,mobile_manipulation,embodiment_mismatch,0.6361,0.0374,0.5289,0.0596,0.216,0.0281,0.1003,0.0363,0.0425,0.01,0.0459,0.0206,0.0646,0.0112,0.5136,0.0448,0.2041,0.0421,0.5102,0.0236,7
proposed_embodied_scale_exception_audit,embodiment_shift,mobile_manipulation,long_horizon_compounding,0.5799,0.0524,0.5578,0.0505,0.2194,0.0287,0.1241,0.0209,0.0561,0.0243,0.0663,0.0143,0.0306,0.0143,0.551,0.0413,0.2075,0.0377,0.4898,0.0412,7
proposed_embodied_scale_exception_audit,embodiment_shift,mobile_manipulation,mixed_exception_stress,0.5765,0.0615,0.5952,0.0367,0.216,0.0213,0.119,0.0269,0.0901,0.0254,0.068,0.0174,0.0697,0.0213,0.5204,0.044,0.2058,0.0253,0.5102,0.0399,7
proposed_embodied_scale_exception_audit,embodiment_shift,mobile_manipulation,occluded_precondition,0.5867,0.0291,0.5578,0.023,0.199,0.0167,0.1224,0.0383,0.0425,0.019,0.0799,0.0258,0.051,0.0159,0.5204,0.0437,0.1786,0.0326,0.5051,0.0443,7
proposed_embodied_scale_exception_audit,embodiment_shift,mobile_manipulation,rare_contact_tail,0.6276,0.0304,0.5884,0.0209,0.2126,0.0276,0.1173,0.0172,0.0697,0.0241,0.0578,0.0129,0.0697,0.0139,0.5153,0.0291,0.1735,0.0435,0.5034,0.0214,7
proposed_embodied_scale_exception_audit,embodiment_shift,mobile_manipulation,recovery_scarce_failure,0.5748,0.041,0.5748,0.0355,0.2058,0.0321,0.1122,0.0249,0.0425,0.0133,0.0544,0.0152,0.051,0.0084,0.4983,0.0451,0.1905,0.0233,0.5476,0.0306,7
proposed_embodied_scale_exception_audit,embodiment_shift,mobile_manipulation,spurious_visual_shortcut,0.602,0.0477,0.5646,0.0264,0.2211,0.0215,0.1224,0.0268,0.0561,0.0189,0.085,0.0285,0.0629,0.0132,0.5374,0.0412,0.1922,0.0276,0.4864,0.0257,7
proposed_embodied_scale_exception_audit,embodiment_shift,tool_use_sequence,embodiment_mismatch,0.6327,0.0436,0.5357,0.0265,0.1854,0.0227,0.0986,0.0232,0.0748,0.0317,0.0697,0.023,0.0357,0.0161,0.5697,0.0389,0.2041,0.0285,0.5391,0.0555,7
proposed_embodied_scale_exception_audit,embodiment_shift,tool_use_sequence,long_horizon_compounding,0.5731,0.0479,0.5646,0.0407,0.233,0.0317,0.1241,0.019,0.0731,0.0257,0.0527,0.0152,0.0391,0.0122,0.5221,0.043,0.2228,0.0387,0.5,0.0216,7
proposed_embodied_scale_exception_audit,embodiment_shift,tool_use_sequence,mixed_exception_stress,0.6037,0.0443,0.5901,0.0215,0.2143,0.0314,0.1429,0.0228,0.068,0.0208,0.0595,0.0144,0.0697,0.0094,0.5051,0.0455,0.1871,0.03,0.568,0.0182,7
proposed_embodied_scale_exception_audit,embodiment_shift,tool_use_sequence,occluded_precondition,0.6003,0.0387,0.5629,0.0325,0.1956,0.0488,0.1293,0.0224,0.0459,0.0129,0.0561,0.0111,0.0493,0.0107,0.5102,0.0303,0.182,0.0253,0.5289,0.0249,7
proposed_embodied_scale_exception_audit,embodiment_shift,tool_use_sequence,rare_contact_tail,0.5816,0.0362,0.5595,0.0423,0.2347,0.0287,0.1276,0.0167,0.0697,0.0164,0.0561,0.0237,0.0697,0.0206,0.5357,0.0488,0.2007,0.0139,0.5119,0.045,7
proposed_embodied_scale_exception_audit,embodiment_shift,tool_use_sequence,recovery_scarce_failure,0.5901,0.0243,0.5408,0.0301,0.2143,0.0444,0.1276,0.0526,0.0765,0.0168,0.0442,0.0159,0.0629,0.0174,0.5391,0.038,0.2109,0.0466,0.483,0.0309,7
proposed_embodied_scale_exception_audit,embodiment_shift,tool_use_sequence,spurious_visual_shortcut,0.6088,0.0523,0.5442,0.0141,0.1956,0.0203,0.131,0.0292,0.0476,0.0114,0.0561,0.022,0.0459,0.0148,0.5102,0.0285,0.2602,0.0418,0.5629,0.0501,7
proposed_embodied_scale_exception_audit,nominal_scaling,bimanual_handoff,embodiment_mismatch,0.6769,0.0343,0.5935,0.0312,0.2075,0.0321,0.0867,0.03,0.0629,0.0098,0.0425,0.0238,0.0561,0.0141,0.534,0.0382,0.1769,0.0187,0.5646,0.0356,7
proposed_embodied_scale_exception_audit,nominal_scaling,bimanual_handoff,long_horizon_compounding,0.6718,0.0384,0.5901,0.0446,0.182,0.0263,0.1054,0.0219,0.034,0.0164,0.0629,0.0174,0.0527,0.0227,0.5697,0.0224,0.1854,0.0317,0.5578,0.029,7
proposed_embodied_scale_exception_audit,nominal_scaling,bimanual_handoff,mixed_exception_stress,0.6344,0.0287,0.6327,0.0386,0.2211,0.0254,0.102,0.0112,0.0748,0.0111,0.0697,0.0206,0.0578,0.0139,0.5918,0.0514,0.1956,0.036,0.5799,0.0428,7
proposed_embodied_scale_exception_audit,nominal_scaling,bimanual_handoff,occluded_precondition,0.6837,0.0345,0.6599,0.0578,0.2007,0.0351,0.1156,0.0214,0.0408,0.0209,0.0527,0.0133,0.0527,0.0196,0.5697,0.0436,0.1701,0.0329,0.5204,0.0463,7
proposed_embodied_scale_exception_audit,nominal_scaling,bimanual_handoff,rare_contact_tail,0.6395,0.0466,0.6037,0.0548,0.1871,0.015,0.102,0.0254,0.0527,0.0152,0.0578,0.0213,0.0544,0.016,0.5476,0.0519,0.1769,0.0285,0.5459,0.0451,7
proposed_embodied_scale_exception_audit,nominal_scaling,bimanual_handoff,recovery_scarce_failure,0.6633,0.0208,0.602,0.0305,0.1803,0.0236,0.1207,0.0276,0.0425,0.0152,0.0731,0.018,0.0629,0.0159,0.5629,0.0296,0.182,0.015,0.5578,0.0252,7
proposed_embodied_scale_exception_audit,nominal_scaling,bimanual_handoff,spurious_visual_shortcut,0.6599,0.0269,0.5646,0.0352,0.1871,0.03,0.1259,0.0233,0.0323,0.0174,0.0612,0.0206,0.051,0.0141,0.5884,0.0446,0.1735,0.0317,0.5425,0.0475,7
proposed_embodied_scale_exception_audit,nominal_scaling,contact_insertion,embodiment_mismatch,0.6446,0.0575,0.6037,0.0416,0.1837,0.019,0.0901,0.0254,0.0493,0.0224,0.0561,0.0141,0.0476,0.0114,0.5663,0.0585,0.1684,0.0351,0.5714,0.0391,7
proposed_embodied_scale_exception_audit,nominal_scaling,contact_insertion,long_horizon_compounding,0.6752,0.0496,0.6156,0.0352,0.1939,0.0122,0.1139,0.0264,0.034,0.0164,0.0629,0.0202,0.0408,0.0133,0.5357,0.0125,0.1939,0.0237,0.5646,0.0321,7
proposed_embodied_scale_exception_audit,nominal_scaling,contact_insertion,mixed_exception_stress,0.6139,0.0183,0.631,0.0301,0.2143,0.0371,0.1156,0.0098,0.0595,0.0204,0.0731,0.0148,0.0476,0.0153,0.5544,0.0283,0.182,0.0182,0.5204,0.0403,7
proposed_embodied_scale_exception_audit,nominal_scaling,contact_insertion,occluded_precondition,0.6769,0.0424,0.6054,0.0294,0.1973,0.0254,0.0986,0.0253,0.0374,0.0079,0.051,0.0189,0.0391,0.0189,0.5544,0.0413,0.1871,0.0366,0.5476,0.0388,7
proposed_embodied_scale_exception_audit,nominal_scaling,contact_insertion,rare_contact_tail,0.6497,0.0274,0.6463,0.0469,0.2058,0.0313,0.1071,0.0301,0.0289,0.0152,0.034,0.0094,0.0476,0.0169,0.6139,0.0413,0.1837,0.0341,0.5374,0.0661,7
proposed_embodied_scale_exception_audit,nominal_scaling,contact_insertion,recovery_scarce_failure,0.6718,0.0404,0.6412,0.029,0.1905,0.0426,0.1105,0.0406,0.0544,0.0238,0.0629,0.0132,0.051,0.0195,0.5561,0.0482,0.182,0.0337,0.5595,0.0322,7
proposed_embodied_scale_exception_audit,nominal_scaling,contact_insertion,spurious_visual_shortcut,0.6684,0.032,0.6378,0.0416,0.1956,0.0233,0.1139,0.0345,0.0544,0.0133,0.0612,0.0246,0.0459,0.0236,0.5748,0.0304,0.1837,0.0292,0.5374,0.0484,7
proposed_embodied_scale_exception_audit,nominal_scaling,deformable_handling,embodiment_mismatch,0.6922,0.0285,0.6395,0.0366,0.2245,0.0393,0.0901,0.0269,0.0408,0.0123,0.0782,0.0203,0.0714,0.0233,0.5731,0.0213,0.1854,0.0416,0.5323,0.0393,7
proposed_embodied_scale_exception_audit,nominal_scaling,deformable_handling,long_horizon_compounding,0.6327,0.0241,0.6054,0.0508,0.1871,0.022,0.1173,0.0281,0.0476,0.0125,0.051,0.0067,0.0527,0.0133,0.5918,0.0366,0.1548,0.0388,0.5374,0.0484,7
proposed_embodied_scale_exception_audit,nominal_scaling,deformable_handling,mixed_exception_stress,0.6633,0.0321,0.6156,0.0268,0.2024,0.036,0.1037,0.0313,0.0459,0.0172,0.0578,0.0257,0.051,0.0132,0.5663,0.0259,0.1735,0.0384,0.5833,0.0496,7
proposed_embodied_scale_exception_audit,nominal_scaling,deformable_handling,occluded_precondition,0.6735,0.0301,0.619,0.0429,0.2075,0.0363,0.1139,0.0321,0.0476,0.0197,0.0493,0.0224,0.0527,0.0133,0.5714,0.0384,0.1871,0.0359,0.5357,0.0693,7
proposed_embodied_scale_exception_audit,nominal_scaling,deformable_handling,rare_contact_tail,0.6684,0.0676,0.5918,0.0422,0.1888,0.0347,0.1156,0.0287,0.0646,0.0196,0.0765,0.016,0.051,0.0159,0.5731,0.0358,0.1633,0.0304,0.5272,0.0635,7
proposed_embodied_scale_exception_audit,nominal_scaling,deformable_handling,recovery_scarce_failure,0.6276,0.0482,0.6259,0.0349,0.2058,0.0397,0.1173,0.0193,0.051,0.0132,0.0425,0.0143,0.068,0.0141,0.5867,0.0419,0.148,0.0233,0.5476,0.0438,7
proposed_embodied_scale_exception_audit,nominal_scaling,deformable_handling,spurious_visual_shortcut,0.6514,0.055,0.6207,0.0285,0.1803,0.0454,0.0986,0.0174,0.0357,0.0144,0.0612,0.0079,0.0527,0.0133,0.5782,0.048,0.1582,0.0258,0.5306,0.0233,7
proposed_embodied_scale_exception_audit,nominal_scaling,mobile_manipulation,embodiment_mismatch,0.6956,0.0413,0.5918,0.0425,0.1922,0.0454,0.1088,0.0267,0.0459,0.0172,0.0697,0.0271,0.0782,0.0325,0.5969,0.0476,0.1735,0.0356,0.5408,0.0278,7
proposed_embodied_scale_exception_audit,nominal_scaling,mobile_manipulation,long_horizon_compounding,0.6769,0.0276,0.5782,0.0441,0.233,0.0466,0.1293,0.023,0.0544,0.0287,0.051,0.0174,0.0561,0.0189,0.585,0.0462,0.1922,0.0382,0.5374,0.0508,7
proposed_embodied_scale_exception_audit,nominal_scaling,mobile_manipulation,mixed_exception_stress,0.6667,0.0435,0.6037,0.0387,0.2177,0.0466,0.1241,0.0309,0.0561,0.0122,0.0697,0.02,0.0595,0.0184,0.5663,0.0541,0.1752,0.0466,0.5221,0.0537,7
proposed_embodied_scale_exception_audit,nominal_scaling,mobile_manipulation,occluded_precondition,0.6752,0.0273,0.6054,0.0508,0.1752,0.022,0.1071,0.0364,0.017,0.01,0.0493,0.0148,0.0357,0.0169,0.5612,0.0343,0.1854,0.0367,0.4864,0.0528,7
proposed_embodied_scale_exception_audit,nominal_scaling,mobile_manipulation,rare_contact_tail,0.6684,0.018,0.5867,0.0383,0.2194,0.0416,0.1395,0.022,0.0578,0.0139,0.0476,0.0184,0.0476,0.0125,0.5935,0.0376,0.2007,0.0365,0.5561,0.049,7
proposed_embodied_scale_exception_audit,nominal_scaling,mobile_manipulation,recovery_scarce_failure,0.6701,0.0344,0.6173,0.0412,0.1905,0.0255,0.131,0.021,0.0527,0.0227,0.0714,0.0191,0.0578,0.0148,0.6139,0.0426,0.1616,0.0254,0.551,0.03,7
proposed_embodied_scale_exception_audit,nominal_scaling,mobile_manipulation,spurious_visual_shortcut,0.6854,0.0196,0.5782,0.0333,0.2126,0.0252,0.0816,0.0187,0.0374,0.0193,0.0663,0.0264,0.0544,0.0152,0.5476,0.0153,0.216,0.0343,0.5493,0.0324,7
proposed_embodied_scale_exception_audit,nominal_scaling,tool_use_sequence,embodiment_mismatch,0.6429,0.0233,0.6037,0.0282,0.1905,0.0398,0.1224,0.03,0.0561,0.0214,0.0595,0.0216,0.051,0.0122,0.5544,0.0555,0.2007,0.032,0.5731,0.0448,7
proposed_embodied_scale_exception_audit,nominal_scaling,tool_use_sequence,long_horizon_compounding,0.6429,0.0326,0.6054,0.0354,0.2228,0.0291,0.1327,0.0257,0.0544,0.016,0.0612,0.02,0.0391,0.0122,0.5561,0.0466,0.1684,0.0454,0.534,0.0421,7
proposed_embodied_scale_exception_audit,nominal_scaling,tool_use_sequence,mixed_exception_stress,0.6276,0.0208,0.6037,0.0309,0.2092,0.0363,0.1207,0.0299,0.0697,0.0193,0.0663,0.0168,0.0629,0.0141,0.5782,0.0443,0.1582,0.0282,0.5136,0.0399,7
proposed_embodied_scale_exception_audit,nominal_scaling,tool_use_sequence,occluded_precondition,0.6531,0.0445,0.6446,0.0448,0.2007,0.0262,0.1105,0.022,0.0561,0.015,0.0527,0.01,0.0527,0.0227,0.5731,0.0262,0.1888,0.0281,0.4949,0.0283,7
proposed_embodied_scale_exception_audit,nominal_scaling,tool_use_sequence,rare_contact_tail,0.6463,0.038,0.6173,0.0307,0.1939,0.0268,0.1054,0.0172,0.0476,0.0153,0.0527,0.0143,0.0527,0.0243,0.5748,0.0488,0.1701,0.0363,0.5272,0.044,7
proposed_embodied_scale_exception_audit,nominal_scaling,tool_use_sequence,recovery_scarce_failure,0.6412,0.0354,0.6224,0.0317,0.1973,0.0305,0.1259,0.0292,0.0391,0.0159,0.0595,0.0244,0.0544,0.0196,0.5612,0.0299,0.1735,0.0249,0.5323,0.0503,7
proposed_embodied_scale_exception_audit,nominal_scaling,tool_use_sequence,spurious_visual_shortcut,0.6769,0.0372,0.5969,0.0566,0.2075,0.0329,0.1122,0.0168,0.0408,0.0143,0.0731,0.0139,0.051,0.0268,0.5833,0.0338,0.1803,0.0362,0.585,0.0497,7
proposed_embodied_scale_exception_audit,shortcut_shift,bimanual_handoff,embodiment_mismatch,0.6276,0.0528,0.5272,0.0248,0.1888,0.0276,0.1173,0.0252,0.0612,0.0164,0.0527,0.0123,0.0561,0.0263,0.5323,0.0552,0.2177,0.0397,0.4966,0.0419,7
proposed_embodied_scale_exception_audit,shortcut_shift,bimanual_handoff,long_horizon_compounding,0.6037,0.0377,0.5272,0.0431,0.2143,0.0371,0.1156,0.037,0.0714,0.0269,0.0578,0.0213,0.0527,0.0175,0.5102,0.0299,0.1735,0.0259,0.5578,0.032,7
proposed_embodied_scale_exception_audit,shortcut_shift,bimanual_handoff,mixed_exception_stress,0.5493,0.0172,0.5697,0.05,0.2262,0.0519,0.1565,0.0276,0.0731,0.0206,0.0918,0.0208,0.0578,0.0156,0.517,0.0381,0.2245,0.0347,0.5051,0.0305,7
proposed_embodied_scale_exception_audit,shortcut_shift,bimanual_handoff,occluded_precondition,0.6548,0.0314,0.5867,0.0428,0.2262,0.0144,0.1037,0.0248,0.068,0.0141,0.0748,0.0248,0.0629,0.0122,0.5442,0.0466,0.1905,0.0381,0.4949,0.0349,7
proposed_embodied_scale_exception_audit,shortcut_shift,bimanual_handoff,rare_contact_tail,0.602,0.0227,0.5901,0.0407,0.2109,0.0431,0.0901,0.0221,0.0969,0.0328,0.051,0.0122,0.0544,0.0183,0.5034,0.0268,0.2194,0.0333,0.5136,0.0276,7
proposed_embodied_scale_exception_audit,shortcut_shift,bimanual_handoff,recovery_scarce_failure,0.6071,0.0478,0.5765,0.0419,0.2211,0.0317,0.1327,0.0267,0.0629,0.0132,0.0527,0.0168,0.0697,0.018,0.551,0.078,0.2177,0.0278,0.5102,0.0252,7
proposed_embodied_scale_exception_audit,shortcut_shift,bimanual_handoff,spurious_visual_shortcut,0.619,0.0519,0.5731,0.0412,0.1769,0.0219,0.1105,0.0344,0.0408,0.0209,0.0731,0.023,0.0544,0.0133,0.5612,0.049,0.1752,0.0406,0.4932,0.0449,7
proposed_embodied_scale_exception_audit,shortcut_shift,contact_insertion,embodiment_mismatch,0.6037,0.0329,0.5493,0.0593,0.25,0.0401,0.085,0.0324,0.0595,0.0144,0.0731,0.0119,0.0493,0.0187,0.5323,0.0449,0.1871,0.0263,0.517,0.041,7
proposed_embodied_scale_exception_audit,shortcut_shift,contact_insertion,long_horizon_compounding,0.6105,0.0352,0.5918,0.0282,0.2262,0.0244,0.1395,0.0352,0.0646,0.0112,0.0748,0.0291,0.0714,0.0169,0.5357,0.0283,0.2415,0.0511,0.5153,0.0457,7
proposed_embodied_scale_exception_audit,shortcut_shift,contact_insertion,mixed_exception_stress,0.5935,0.0402,0.5357,0.0558,0.2194,0.0249,0.102,0.0274,0.0799,0.0084,0.0595,0.0176,0.0612,0.0119,0.5068,0.0441,0.2075,0.0168,0.5255,0.0487,7
proposed_embodied_scale_exception_audit,shortcut_shift,contact_insertion,occluded_precondition,0.5765,0.0521,0.602,0.0407,0.2126,0.023,0.1224,0.015,0.0561,0.0226,0.0476,0.0102,0.0595,0.026,0.5578,0.0421,0.2211,0.0152,0.5187,0.0501,7
proposed_embodied_scale_exception_audit,shortcut_shift,contact_insertion,rare_contact_tail,0.6054,0.0187,0.5969,0.0406,0.2228,0.0309,0.131,0.0244,0.0663,0.019,0.0646,0.0274,0.0442,0.0067,0.5204,0.038,0.216,0.0389,0.5187,0.0438,7
proposed_embodied_scale_exception_audit,shortcut_shift,contact_insertion,recovery_scarce_failure,0.5935,0.0439,0.5663,0.0387,0.2551,0.0452,0.1684,0.032,0.0561,0.0304,0.0612,0.0213,0.0493,0.0213,0.5204,0.0485,0.2007,0.0365,0.5034,0.0253,7
proposed_embodied_scale_exception_audit,shortcut_shift,contact_insertion,spurious_visual_shortcut,0.6071,0.0338,0.551,0.0449,0.1803,0.0241,0.1088,0.018,0.0374,0.0213,0.0782,0.0301,0.0646,0.0143,0.5697,0.0339,0.199,0.0248,0.517,0.0321,7
proposed_embodied_scale_exception_audit,shortcut_shift,deformable_handling,embodiment_mismatch,0.631,0.0364,0.5816,0.0399,0.2126,0.0257,0.1054,0.0246,0.0646,0.0133,0.0629,0.0248,0.0748,0.0248,0.5561,0.0377,0.2109,0.0291,0.5306,0.0292,7
proposed_embodied_scale_exception_audit,shortcut_shift,deformable_handling,long_horizon_compounding,0.602,0.0243,0.5697,0.0316,0.2007,0.0303,0.1156,0.0159,0.0765,0.0221,0.0493,0.0079,0.0646,0.0243,0.5017,0.0339,0.2075,0.0259,0.5425,0.0429,7
proposed_embodied_scale_exception_audit,shortcut_shift,deformable_handling,mixed_exception_stress,0.5612,0.0556,0.5493,0.0386,0.2211,0.058,0.1514,0.0403,0.0663,0.0221,0.1037,0.0268,0.085,0.0107,0.5187,0.0615,0.2245,0.0354,0.5646,0.04,7
proposed_embodied_scale_exception_audit,shortcut_shift,deformable_handling,occluded_precondition,0.5952,0.0501,0.6003,0.0341,0.1973,0.0233,0.1105,0.0237,0.0391,0.0132,0.0612,0.0219,0.0425,0.01,0.5306,0.0543,0.2313,0.036,0.5221,0.0495,7
proposed_embodied_scale_exception_audit,shortcut_shift,deformable_handling,rare_contact_tail,0.551,0.0248,0.5799,0.0648,0.2364,0.0262,0.0986,0.0214,0.0748,0.0248,0.0799,0.0359,0.0595,0.0197,0.5102,0.0528,0.2058,0.0278,0.4813,0.0254,7
proposed_embodied_scale_exception_audit,shortcut_shift,deformable_handling,recovery_scarce_failure,0.5969,0.0299,0.5782,0.0384,0.2262,0.0342,0.1156,0.0348,0.0561,0.0182,0.068,0.022,0.0663,0.0133,0.5578,0.0129,0.2194,0.0325,0.5289,0.0333,7
proposed_embodied_scale_exception_audit,shortcut_shift,deformable_handling,spurious_visual_shortcut,0.6207,0.0219,0.568,0.0296,0.2041,0.0172,0.1088,0.0148,0.0476,0.0144,0.0697,0.0193,0.0646,0.0123,0.5527,0.0483,0.2211,0.0264,0.4983,0.0343,7
proposed_embodied_scale_exception_audit,shortcut_shift,mobile_manipulation,embodiment_mismatch,0.631,0.0283,0.5629,0.0296,0.1769,0.023,0.1071,0.0088,0.0561,0.0189,0.0663,0.0152,0.0578,0.0193,0.5272,0.0589,0.1973,0.0333,0.517,0.0352,7
proposed_embodied_scale_exception_audit,shortcut_shift,mobile_manipulation,long_horizon_compounding,0.6054,0.0505,0.5799,0.0253,0.1667,0.033,0.131,0.0204,0.0527,0.0175,0.0544,0.0221,0.0544,0.0196,0.5442,0.0282,0.1871,0.0352,0.4915,0.0437,7
proposed_embodied_scale_exception_audit,shortcut_shift,mobile_manipulation,mixed_exception_stress,0.585,0.0402,0.6088,0.0206,0.2143,0.0301,0.1139,0.0175,0.0714,0.0135,0.0748,0.0174,0.0731,0.0206,0.5289,0.0413,0.2058,0.0202,0.5085,0.0317,7
proposed_embodied_scale_exception_audit,shortcut_shift,mobile_manipulation,occluded_precondition,0.6378,0.0397,0.5697,0.0402,0.2347,0.0132,0.1105,0.0226,0.0493,0.0079,0.0595,0.0274,0.0646,0.0301,0.5357,0.0292,0.199,0.0437,0.5034,0.0457,7
proposed_embodied_scale_exception_audit,shortcut_shift,mobile_manipulation,rare_contact_tail,0.6241,0.0309,0.5714,0.042,0.2398,0.0206,0.1173,0.0409,0.0714,0.0244,0.068,0.0174,0.0663,0.0269,0.5731,0.052,0.1973,0.041,0.483,0.0475,7
proposed_embodied_scale_exception_audit,shortcut_shift,mobile_manipulation,recovery_scarce_failure,0.6003,0.0426,0.5663,0.0215,0.2092,0.0283,0.1241,0.0086,0.0663,0.0215,0.0561,0.0182,0.0578,0.0257,0.5306,0.0345,0.1871,0.0488,0.5017,0.0332,7
proposed_embodied_scale_exception_audit,shortcut_shift,mobile_manipulation,spurious_visual_shortcut,0.631,0.0367,0.5714,0.0514,0.233,0.0363,0.1156,0.0263,0.0408,0.0203,0.0663,0.016,0.0714,0.0216,0.5306,0.0571,0.2126,0.0129,0.5221,0.0487,7
proposed_embodied_scale_exception_audit,shortcut_shift,tool_use_sequence,embodiment_mismatch,0.6037,0.0452,0.5391,0.0602,0.2024,0.0326,0.1276,0.0237,0.0663,0.0133,0.0697,0.0241,0.0459,0.0148,0.5323,0.0416,0.2194,0.019,0.517,0.0352,7
proposed_embodied_scale_exception_audit,shortcut_shift,tool_use_sequence,long_horizon_compounding,0.5969,0.0396,0.5323,0.0263,0.2177,0.0268,0.1327,0.0324,0.0748,0.0208,0.0816,0.032,0.0697,0.0312,0.4915,0.0352,0.2228,0.0296,0.5221,0.0406,7
proposed_embodied_scale_exception_audit,shortcut_shift,tool_use_sequence,mixed_exception_stress,0.5901,0.0483,0.5748,0.0443,0.2245,0.0271,0.1122,0.01,0.0612,0.0164,0.085,0.0246,0.0663,0.0183,0.5255,0.0376,0.2262,0.0297,0.4966,0.0263,7
proposed_embodied_scale_exception_audit,shortcut_shift,tool_use_sequence,occluded_precondition,0.6139,0.0677,0.5697,0.043,0.182,0.0268,0.0969,0.0139,0.0578,0.0193,0.0561,0.0182,0.0816,0.0119,0.5459,0.0484,0.182,0.0189,0.5255,0.0412,7
proposed_embodied_scale_exception_audit,shortcut_shift,tool_use_sequence,rare_contact_tail,0.602,0.0345,0.5799,0.0416,0.2449,0.0215,0.1207,0.0206,0.0714,0.0114,0.0493,0.0276,0.0527,0.0221,0.5595,0.0322,0.2041,0.0316,0.5051,0.0309,7
proposed_embodied_scale_exception_audit,shortcut_shift,tool_use_sequence,recovery_scarce_failure,0.5918,0.0506,0.568,0.0569,0.2262,0.0407,0.1259,0.0377,0.0493,0.0148,0.0799,0.0132,0.068,0.0202,0.4915,0.0317,0.1922,0.0246,0.5136,0.0312,7
proposed_embodied_scale_exception_audit,shortcut_shift,tool_use_sequence,spurious_visual_shortcut,0.6105,0.0419,0.5544,0.0426,0.2075,0.0296,0.1003,0.0238,0.0442,0.0167,0.0578,0.0107,0.068,0.0296,0.5425,0.0553,0.2041,0.0307,0.534,0.0457,7
small_behavior_clone,combined_exception_stress,bimanual_handoff,embodiment_mismatch,0.2024,0.0292,0.1803,0.0246,0.3469,0.0224,0.2347,0.0457,0.1871,0.0208,0.148,0.0269,0.131,0.0274,0.2245,0.0213,0.1854,0.0363,0.2551,0.0243,7
small_behavior_clone,combined_exception_stress,bimanual_handoff,long_horizon_compounding,0.2177,0.0485,0.1905,0.0435,0.3418,0.0263,0.2687,0.0333,0.1684,0.032,0.1395,0.0182,0.1276,0.0243,0.1786,0.0176,0.1888,0.0379,0.2993,0.0389,7
small_behavior_clone,combined_exception_stress,bimanual_handoff,mixed_exception_stress,0.0952,0.0364,0.2058,0.0232,0.4031,0.0379,0.3095,0.0455,0.2007,0.0307,0.1616,0.0292,0.2296,0.034,0.1888,0.0299,0.1922,0.0252,0.2993,0.0324,7
small_behavior_clone,combined_exception_stress,bimanual_handoff,occluded_precondition,0.2959,0.0267,0.1973,0.0413,0.3316,0.0445,0.2262,0.0318,0.1497,0.0215,0.1139,0.0254,0.1361,0.0183,0.2228,0.0282,0.1973,0.0397,0.2823,0.046,7
small_behavior_clone,combined_exception_stress,bimanual_handoff,rare_contact_tail,0.1786,0.0244,0.1752,0.04,0.3741,0.0356,0.2755,0.0415,0.1633,0.0304,0.1939,0.0208,0.1684,0.0439,0.2228,0.022,0.2143,0.0161,0.2993,0.0343,7
small_behavior_clone,combined_exception_stress,bimanual_handoff,recovery_scarce_failure,0.1854,0.0321,0.1718,0.0329,0.3827,0.0276,0.3061,0.037,0.2194,0.0516,0.1344,0.0329,0.1327,0.0448,0.1684,0.0462,0.1956,0.0227,0.2857,0.0475,7
small_behavior_clone,combined_exception_stress,bimanual_handoff,spurious_visual_shortcut,0.2262,0.0353,0.1769,0.0281,0.3129,0.04,0.2092,0.0419,0.1173,0.0156,0.1735,0.0233,0.1956,0.0325,0.2075,0.0321,0.1922,0.0257,0.3078,0.0307,7
small_behavior_clone,combined_exception_stress,contact_insertion,embodiment_mismatch,0.2194,0.0423,0.1633,0.0313,0.301,0.0258,0.2177,0.0159,0.1888,0.0445,0.1514,0.0317,0.1378,0.0296,0.2194,0.0413,0.1888,0.0119,0.2806,0.0203,7
small_behavior_clone,combined_exception_stress,contact_insertion,long_horizon_compounding,0.1956,0.0317,0.1837,0.0243,0.3537,0.0413,0.2976,0.0524,0.1378,0.0309,0.119,0.0176,0.1599,0.0264,0.1837,0.0313,0.1888,0.0379,0.2976,0.0388,7
