method,split,seed,mean_success,ci95_success,mean_rare_failure_recall,ci95_rare_failure_recall,mean_contact_boundary_error,ci95_contact_boundary_error,mean_tail_risk_rate,ci95_tail_risk_rate,mean_unsafe_commitment,ci95_unsafe_commitment,mean_overtrust_rate,ci95_overtrust_rate,mean_calibration_ece,ci95_calibration_ece,mean_recovery_success,ci95_recovery_success,mean_intervention_cost,ci95_intervention_cost,mean_data_efficiency_proxy,ci95_data_efficiency_proxy,groups,regret_to_oracle
oracle_exception_selector,combined_exception_stress,6,0.6966,0.0171,0.6146,0.0161,0.1741,0.0163,0.0806,0.0094,0.0276,0.0056,0.0228,0.005,0.0241,0.0066,0.5942,0.0219,0.2282,0.016,0.6014,0.021,35,0.0
oracle_exception_selector,contact_tail_shift,0,0.7449,0.0211,0.6323,0.0167,0.1844,0.016,0.0833,0.0087,0.0265,0.0065,0.018,0.0051,0.019,0.0054,0.6197,0.015,0.1976,0.0159,0.6061,0.0195,35,0.0
oracle_exception_selector,contact_tail_shift,1,0.7313,0.0184,0.6204,0.017,0.1677,0.02,0.0772,0.0108,0.0306,0.0067,0.0187,0.0045,0.0207,0.0059,0.6245,0.0205,0.1932,0.0139,0.6017,0.0224,35,0.0
oracle_exception_selector,contact_tail_shift,2,0.7306,0.0172,0.5986,0.0154,0.1643,0.0139,0.082,0.0094,0.0248,0.0067,0.0143,0.0044,0.0173,0.0054,0.618,0.0123,0.2262,0.0165,0.583,0.0194,35,0.0
oracle_exception_selector,contact_tail_shift,3,0.7425,0.0134,0.6303,0.0187,0.1714,0.0124,0.0939,0.0101,0.0255,0.0069,0.0129,0.004,0.0173,0.0041,0.6197,0.0209,0.2068,0.0148,0.5871,0.0176,35,0.0
oracle_exception_selector,contact_tail_shift,4,0.7629,0.0157,0.6231,0.0177,0.1881,0.0117,0.0867,0.0089,0.0255,0.0055,0.0177,0.0044,0.0197,0.0046,0.6303,0.0199,0.2133,0.0148,0.5969,0.0181,35,0.0
oracle_exception_selector,contact_tail_shift,5,0.7378,0.0157,0.6384,0.0159,0.1803,0.0139,0.0854,0.0095,0.0279,0.0061,0.018,0.0047,0.0173,0.0052,0.6245,0.0153,0.1956,0.0139,0.6014,0.0187,35,0.0
oracle_exception_selector,contact_tail_shift,6,0.7616,0.0141,0.634,0.0144,0.1762,0.0131,0.0789,0.0082,0.0313,0.0064,0.0187,0.0054,0.0143,0.0036,0.6442,0.0171,0.2075,0.0132,0.5983,0.015,35,0.0
oracle_exception_selector,embodiment_shift,0,0.7432,0.0119,0.6718,0.0203,0.1847,0.0134,0.0854,0.0107,0.032,0.0052,0.015,0.0055,0.0163,0.005,0.6224,0.0177,0.2173,0.0145,0.5949,0.0207,35,0.0
oracle_exception_selector,embodiment_shift,1,0.7422,0.013,0.6871,0.0198,0.1752,0.0091,0.0793,0.0102,0.0293,0.0052,0.0197,0.0059,0.0187,0.0071,0.6065,0.0168,0.202,0.0167,0.5847,0.0182,35,0.0
oracle_exception_selector,embodiment_shift,2,0.7507,0.016,0.6667,0.0127,0.1697,0.0162,0.0983,0.0102,0.031,0.0066,0.0167,0.0052,0.0235,0.0056,0.6224,0.0152,0.1963,0.0136,0.6,0.0161,35,0.0
oracle_exception_selector,embodiment_shift,3,0.748,0.0137,0.6827,0.0153,0.1707,0.0124,0.0741,0.0111,0.0265,0.0054,0.0184,0.0071,0.0177,0.0059,0.632,0.0175,0.2088,0.0153,0.6068,0.0169,35,0.0
oracle_exception_selector,embodiment_shift,4,0.7456,0.0139,0.6748,0.0211,0.1731,0.0155,0.0929,0.0122,0.0316,0.0068,0.018,0.0044,0.0116,0.0038,0.618,0.02,0.2085,0.0158,0.5823,0.0181,35,0.0
oracle_exception_selector,embodiment_shift,5,0.7466,0.0168,0.6585,0.0152,0.183,0.0173,0.0779,0.0105,0.0207,0.0056,0.0204,0.0062,0.0156,0.0052,0.6082,0.0162,0.2207,0.0172,0.5721,0.0165,35,0.0
oracle_exception_selector,embodiment_shift,6,0.7429,0.0158,0.6694,0.0189,0.1864,0.0122,0.0864,0.0102,0.0245,0.0069,0.017,0.0048,0.017,0.0052,0.6133,0.0179,0.1908,0.0147,0.5803,0.0228,35,0.0
oracle_exception_selector,nominal_scaling,0,0.7925,0.016,0.6891,0.0147,0.1782,0.0102,0.0714,0.0094,0.0201,0.0053,0.0173,0.0056,0.0133,0.0045,0.6697,0.0133,0.1884,0.0154,0.616,0.0174,35,0.0
oracle_exception_selector,nominal_scaling,1,0.7901,0.0136,0.7214,0.0152,0.1677,0.013,0.0793,0.0109,0.019,0.0055,0.0167,0.0046,0.0133,0.0038,0.6619,0.017,0.1714,0.0111,0.5993,0.0193,35,0.0
oracle_exception_selector,nominal_scaling,2,0.7861,0.017,0.7044,0.0168,0.1796,0.0152,0.0731,0.0092,0.0204,0.0062,0.0167,0.0057,0.0146,0.0042,0.6782,0.0169,0.184,0.0125,0.6218,0.0181,35,0.0
oracle_exception_selector,nominal_scaling,3,0.8003,0.0145,0.7095,0.0187,0.1755,0.0098,0.0765,0.0111,0.0214,0.0063,0.0156,0.0057,0.0109,0.0044,0.669,0.0188,0.182,0.0139,0.6068,0.02,35,0.0
oracle_exception_selector,nominal_scaling,4,0.7912,0.0143,0.7044,0.0176,0.1803,0.0137,0.0793,0.0092,0.019,0.0057,0.019,0.0055,0.0153,0.0043,0.6745,0.018,0.1806,0.0125,0.6088,0.0195,35,0.0
oracle_exception_selector,nominal_scaling,5,0.7864,0.0148,0.6935,0.0153,0.1721,0.0166,0.0762,0.0099,0.0211,0.0053,0.019,0.0057,0.015,0.0054,0.6629,0.0177,0.1738,0.0134,0.6136,0.0227,35,0.0
oracle_exception_selector,nominal_scaling,6,0.8037,0.0144,0.7017,0.0164,0.1687,0.0142,0.0867,0.0109,0.0272,0.0066,0.0184,0.005,0.0143,0.0056,0.6803,0.0184,0.1707,0.0133,0.6088,0.0178,35,0.0
oracle_exception_selector,shortcut_shift,0,0.7435,0.0164,0.6854,0.013,0.1694,0.0137,0.0735,0.0087,0.0265,0.0066,0.0146,0.005,0.0184,0.0055,0.617,0.0159,0.2078,0.0132,0.5952,0.0161,35,0.0
oracle_exception_selector,shortcut_shift,1,0.7412,0.0176,0.6701,0.0163,0.1653,0.0126,0.0844,0.009,0.0272,0.0064,0.0197,0.0046,0.0194,0.0055,0.6245,0.02,0.2088,0.0123,0.5966,0.0184,35,0.0
oracle_exception_selector,shortcut_shift,2,0.7418,0.0154,0.6602,0.0197,0.1704,0.0151,0.0816,0.0064,0.0245,0.0056,0.0156,0.0043,0.015,0.0046,0.6327,0.0175,0.2109,0.0142,0.5881,0.018,35,0.0
oracle_exception_selector,shortcut_shift,3,0.7463,0.0142,0.6687,0.0181,0.1667,0.0142,0.081,0.01,0.0231,0.0062,0.0211,0.0064,0.0211,0.0043,0.6269,0.0181,0.1976,0.0122,0.5901,0.0171,35,0.0
oracle_exception_selector,shortcut_shift,4,0.7554,0.0178,0.648,0.0171,0.1776,0.0127,0.0837,0.011,0.0265,0.0064,0.0184,0.0049,0.0204,0.0061,0.6306,0.0185,0.2129,0.0124,0.599,0.0229,35,0.0
oracle_exception_selector,shortcut_shift,5,0.7395,0.0203,0.6575,0.0178,0.1827,0.0116,0.0813,0.0096,0.0248,0.0054,0.0173,0.005,0.0156,0.0049,0.6173,0.0168,0.2027,0.012,0.6024,0.0189,35,0.0
oracle_exception_selector,shortcut_shift,6,0.7493,0.0205,0.6724,0.0161,0.1871,0.0143,0.0799,0.0122,0.0286,0.0061,0.0201,0.0063,0.0177,0.0069,0.6245,0.0164,0.2,0.0177,0.5952,0.0157,35,0.0
proposed_embodied_scale_exception_audit,combined_exception_stress,0,0.5469,0.0211,0.5061,0.0204,0.2235,0.0148,0.1289,0.0113,0.0697,0.0092,0.068,0.0091,0.0656,0.0098,0.482,0.021,0.2228,0.0123,0.501,0.0175,35,0.1728
proposed_embodied_scale_exception_audit,combined_exception_stress,1,0.5456,0.0207,0.5054,0.0177,0.2296,0.0163,0.1333,0.0134,0.0799,0.0115,0.0714,0.01,0.0639,0.0132,0.4942,0.0148,0.2153,0.014,0.5034,0.0153,35,0.1789
proposed_embodied_scale_exception_audit,combined_exception_stress,2,0.5575,0.0186,0.5007,0.0204,0.2116,0.0178,0.134,0.0126,0.0823,0.0108,0.0701,0.0084,0.0656,0.0123,0.4803,0.0206,0.2303,0.0151,0.5143,0.0198,35,0.1612
proposed_embodied_scale_exception_audit,combined_exception_stress,3,0.5622,0.02,0.5105,0.0177,0.2204,0.0161,0.134,0.0124,0.0667,0.0097,0.0769,0.0098,0.0663,0.0092,0.4881,0.0241,0.2146,0.0171,0.4939,0.0165,35,0.1551
proposed_embodied_scale_exception_audit,combined_exception_stress,4,0.5456,0.0222,0.5276,0.0186,0.2276,0.0181,0.1388,0.0123,0.0748,0.0094,0.0636,0.0083,0.0595,0.0097,0.4946,0.0202,0.2126,0.0152,0.5126,0.0228,35,0.1452
proposed_embodied_scale_exception_audit,combined_exception_stress,5,0.5449,0.0185,0.5187,0.0179,0.2214,0.0141,0.1224,0.0148,0.0684,0.0093,0.0629,0.0083,0.0704,0.0082,0.483,0.0174,0.2037,0.0149,0.5143,0.0181,35,0.1548
proposed_embodied_scale_exception_audit,combined_exception_stress,6,0.549,0.0227,0.5177,0.0155,0.2384,0.0148,0.1347,0.0104,0.067,0.012,0.0697,0.0089,0.0558,0.0087,0.4759,0.0162,0.2184,0.0135,0.5068,0.0169,35,0.1476
proposed_embodied_scale_exception_audit,contact_tail_shift,0,0.5888,0.0207,0.5296,0.0178,0.2197,0.0111,0.1269,0.012,0.0554,0.0092,0.0633,0.0076,0.0609,0.0096,0.5129,0.0218,0.1983,0.014,0.5197,0.0183,35,0.1561
proposed_embodied_scale_exception_audit,contact_tail_shift,1,0.5986,0.0203,0.5248,0.0159,0.2109,0.0161,0.1265,0.0124,0.0633,0.0105,0.0592,0.0097,0.0544,0.0062,0.5105,0.0156,0.2095,0.0133,0.519,0.02,35,0.1327
proposed_embodied_scale_exception_audit,contact_tail_shift,2,0.6201,0.0207,0.5197,0.0197,0.2201,0.0122,0.1279,0.0104,0.0578,0.0078,0.0724,0.0077,0.0612,0.0099,0.5422,0.0191,0.2041,0.015,0.5173,0.019,35,0.1105
proposed_embodied_scale_exception_audit,contact_tail_shift,3,0.5891,0.016,0.534,0.0203,0.2371,0.0169,0.1194,0.0133,0.0629,0.0092,0.0588,0.0097,0.0575,0.0083,0.5262,0.0194,0.1915,0.0115,0.5276,0.02,35,0.1534
proposed_embodied_scale_exception_audit,contact_tail_shift,4,0.6031,0.025,0.535,0.0147,0.2323,0.0168,0.1364,0.0128,0.0497,0.0081,0.0701,0.0102,0.0673,0.0106,0.5224,0.0209,0.2037,0.0138,0.5078,0.0152,35,0.1599
proposed_embodied_scale_exception_audit,contact_tail_shift,5,0.602,0.0209,0.5313,0.0162,0.2136,0.0189,0.1262,0.0126,0.0531,0.0086,0.0578,0.0086,0.0551,0.0074,0.5354,0.0169,0.2051,0.0147,0.5163,0.0172,35,0.1357
proposed_embodied_scale_exception_audit,contact_tail_shift,6,0.6037,0.0181,0.5374,0.0173,0.2136,0.0157,0.1187,0.0124,0.0701,0.0098,0.0588,0.0078,0.0616,0.0074,0.5129,0.0167,0.2105,0.0118,0.5221,0.0228,35,0.1578
proposed_embodied_scale_exception_audit,embodiment_shift,0,0.6051,0.0171,0.5595,0.0211,0.2173,0.0125,0.1207,0.0111,0.0616,0.0094,0.0694,0.0104,0.0582,0.0088,0.5425,0.0179,0.1949,0.0124,0.5112,0.0194,35,0.1381
proposed_embodied_scale_exception_audit,embodiment_shift,1,0.585,0.0213,0.5568,0.0179,0.231,0.016,0.1133,0.0119,0.065,0.0076,0.0612,0.0081,0.0575,0.0073,0.5109,0.0175,0.2163,0.0175,0.5364,0.019,35,0.1571
proposed_embodied_scale_exception_audit,embodiment_shift,2,0.5844,0.0201,0.5588,0.0154,0.2119,0.0127,0.1133,0.0129,0.0578,0.0099,0.0612,0.0104,0.0599,0.0079,0.5228,0.0189,0.2088,0.0172,0.5224,0.0195,35,0.1663
proposed_embodied_scale_exception_audit,embodiment_shift,3,0.5969,0.0145,0.5663,0.0167,0.2136,0.0136,0.1255,0.016,0.0578,0.0089,0.0588,0.01,0.049,0.0096,0.5333,0.0193,0.1966,0.0137,0.5102,0.0164,35,0.151
proposed_embodied_scale_exception_audit,embodiment_shift,4,0.6194,0.0182,0.565,0.0151,0.2116,0.0131,0.118,0.0122,0.0609,0.0101,0.0599,0.0097,0.0643,0.009,0.5367,0.0156,0.2082,0.0138,0.5252,0.0187,35,0.1262
proposed_embodied_scale_exception_audit,embodiment_shift,5,0.5959,0.0193,0.5684,0.0158,0.2184,0.0161,0.132,0.0126,0.0602,0.0106,0.0588,0.0076,0.0619,0.0085,0.5265,0.0202,0.1898,0.0172,0.5109,0.0165,35,0.1507
proposed_embodied_scale_exception_audit,embodiment_shift,6,0.5969,0.0202,0.5629,0.0176,0.2265,0.0131,0.1316,0.0106,0.0633,0.009,0.0612,0.0092,0.051,0.0081,0.5194,0.0132,0.1983,0.0132,0.499,0.0188,35,0.1459
proposed_embodied_scale_exception_audit,nominal_scaling,0,0.6653,0.0202,0.6075,0.0144,0.2017,0.0148,0.1136,0.01,0.0483,0.0086,0.0537,0.008,0.0588,0.0076,0.5806,0.0176,0.1813,0.0144,0.531,0.0176,35,0.1272
proposed_embodied_scale_exception_audit,nominal_scaling,1,0.6714,0.0138,0.5963,0.0198,0.1939,0.0126,0.1129,0.0117,0.0473,0.0079,0.068,0.0078,0.0568,0.0085,0.565,0.0155,0.1728,0.0154,0.5405,0.0192,35,0.1187
proposed_embodied_scale_exception_audit,nominal_scaling,2,0.6643,0.0148,0.6082,0.018,0.2051,0.0138,0.1102,0.012,0.0524,0.0089,0.0595,0.0086,0.0503,0.0086,0.5752,0.0195,0.1837,0.0139,0.5483,0.0201,35,0.1218
proposed_embodied_scale_exception_audit,nominal_scaling,3,0.669,0.0153,0.6139,0.0173,0.1969,0.016,0.1167,0.0104,0.0432,0.0078,0.0571,0.0088,0.0483,0.0081,0.5823,0.0165,0.1762,0.0129,0.5435,0.0226,35,0.1313
proposed_embodied_scale_exception_audit,nominal_scaling,4,0.6449,0.0189,0.6187,0.0185,0.2085,0.0145,0.1071,0.0112,0.049,0.0083,0.0616,0.0088,0.0534,0.0076,0.5639,0.0193,0.1803,0.0155,0.5463,0.0202,35,0.1463
proposed_embodied_scale_exception_audit,nominal_scaling,5,0.6582,0.0188,0.6153,0.0181,0.1976,0.0151,0.1085,0.0113,0.0456,0.0069,0.0605,0.0085,0.0497,0.0078,0.5752,0.0214,0.1895,0.012,0.533,0.0187,35,0.1282
proposed_embodied_scale_exception_audit,nominal_scaling,6,0.6483,0.0126,0.6204,0.019,0.1973,0.0145,0.1143,0.0152,0.0497,0.0085,0.0571,0.0087,0.0548,0.0074,0.5592,0.0136,0.1673,0.0163,0.5585,0.0202,35,0.1554
proposed_embodied_scale_exception_audit,shortcut_shift,0,0.6034,0.0182,0.568,0.0189,0.2252,0.0135,0.117,0.0121,0.0578,0.0092,0.0599,0.0087,0.0578,0.0083,0.5293,0.0155,0.2061,0.0153,0.5037,0.0199,35,0.1401
proposed_embodied_scale_exception_audit,shortcut_shift,1,0.5973,0.0191,0.585,0.0188,0.2116,0.0146,0.1204,0.0117,0.0595,0.0093,0.068,0.0095,0.065,0.0094,0.5517,0.0195,0.1966,0.0137,0.5279,0.0155,35,0.1439
proposed_embodied_scale_exception_audit,shortcut_shift,2,0.6207,0.0193,0.5772,0.0185,0.2078,0.0148,0.1187,0.0132,0.0701,0.0107,0.0656,0.0096,0.0602,0.0068,0.5269,0.0182,0.2078,0.0149,0.5119,0.0167,35,0.1211
proposed_embodied_scale_exception_audit,shortcut_shift,3,0.6044,0.0209,0.5503,0.0173,0.2082,0.0156,0.1146,0.0135,0.0622,0.0084,0.0711,0.0101,0.0527,0.0084,0.5163,0.0204,0.2048,0.0143,0.5099,0.0152,35,0.1418
proposed_embodied_scale_exception_audit,shortcut_shift,4,0.599,0.0182,0.5639,0.0165,0.2218,0.0155,0.1146,0.0121,0.0609,0.009,0.065,0.0101,0.067,0.0077,0.5235,0.0202,0.2078,0.0141,0.5156,0.017,35,0.1565
proposed_embodied_scale_exception_audit,shortcut_shift,5,0.6099,0.0161,0.5765,0.0178,0.2167,0.013,0.1231,0.0142,0.0629,0.0091,0.0711,0.0112,0.067,0.0091,0.532,0.0187,0.2156,0.0139,0.5259,0.0163,35,0.1296
proposed_embodied_scale_exception_audit,shortcut_shift,6,0.5925,0.016,0.5629,0.0216,0.2105,0.0163,0.1167,0.0097,0.0571,0.0069,0.066,0.0104,0.0629,0.0115,0.5503,0.0228,0.2109,0.0148,0.5044,0.0176,35,0.1568
small_behavior_clone,combined_exception_stress,0,0.1959,0.0281,0.1861,0.0136,0.3643,0.0207,0.2561,0.0137,0.1507,0.0165,0.1514,0.0144,0.1582,0.0154,0.1997,0.0141,0.2051,0.0139,0.2912,0.017,35,0.5238
small_behavior_clone,combined_exception_stress,1,0.2003,0.024,0.1789,0.0149,0.3459,0.0181,0.2622,0.0197,0.1616,0.016,0.1565,0.0121,0.1704,0.017,0.1908,0.0167,0.1915,0.0134,0.282,0.0158,35,0.5241
small_behavior_clone,combined_exception_stress,2,0.1986,0.023,0.1738,0.0163,0.3442,0.0194,0.2446,0.0222,0.1663,0.0181,0.1582,0.0147,0.1728,0.0169,0.2051,0.0173,0.1946,0.0165,0.2884,0.0188,35,0.5201
small_behavior_clone,combined_exception_stress,3,0.2034,0.0232,0.1833,0.0145,0.352,0.0232,0.251,0.0199,0.1575,0.0181,0.1442,0.013,0.1551,0.0156,0.1973,0.0156,0.202,0.0105,0.2823,0.0174,35,0.5139
small_behavior_clone,combined_exception_stress,4,0.2051,0.0279,0.1905,0.016,0.3473,0.0232,0.2398,0.018,0.1558,0.0174,0.1602,0.0155,0.1602,0.0182,0.1898,0.0136,0.2003,0.0124,0.2918,0.0143,35,0.4857
small_behavior_clone,combined_exception_stress,5,0.1942,0.022,0.1816,0.0146,0.3486,0.0187,0.2677,0.022,0.1605,0.0157,0.1486,0.0141,0.1541,0.0186,0.1969,0.0156,0.1912,0.0127,0.2857,0.0152,35,0.5054
small_behavior_clone,combined_exception_stress,6,0.2085,0.0243,0.1833,0.0139,0.3534,0.0231,0.2418,0.0172,0.1592,0.0151,0.1486,0.0161,0.1537,0.0167,0.2048,0.0165,0.1844,0.016,0.2714,0.0142,35,0.4881
small_behavior_clone,contact_tail_shift,0,0.2731,0.0217,0.201,0.0131,0.3483,0.0195,0.2255,0.0156,0.1442,0.013,0.1374,0.0122,0.1517,0.0145,0.2276,0.0174,0.184,0.0151,0.2986,0.0158,35,0.4718
small_behavior_clone,contact_tail_shift,1,0.269,0.0219,0.1952,0.0146,0.3371,0.0193,0.2367,0.017,0.1395,0.0214,0.1463,0.0148,0.1435,0.0134,0.2378,0.0189,0.1701,0.0135,0.2932,0.0171,35,0.4622
small_behavior_clone,contact_tail_shift,2,0.2694,0.0252,0.1874,0.0153,0.3395,0.0185,0.2425,0.0192,0.1429,0.0142,0.131,0.0159,0.1388,0.0127,0.2313,0.016,0.1728,0.015,0.3163,0.0182,35,0.4612
small_behavior_clone,contact_tail_shift,3,0.2721,0.0236,0.2031,0.0127,0.3459,0.0185,0.2473,0.0178,0.1452,0.0144,0.1415,0.0169,0.1541,0.0148,0.2337,0.0185,0.1667,0.0126,0.3116,0.016,35,0.4704
small_behavior_clone,contact_tail_shift,4,0.2673,0.0252,0.2034,0.0181,0.351,0.0164,0.2622,0.0174,0.1463,0.0143,0.134,0.0144,0.1551,0.0133,0.2279,0.0155,0.1677,0.0102,0.2932,0.0115,35,0.4956
small_behavior_clone,contact_tail_shift,5,0.2874,0.0257,0.2014,0.0178,0.3449,0.0172,0.2449,0.0198,0.1473,0.017,0.1272,0.0146,0.1558,0.02,0.2381,0.0197,0.1707,0.016,0.285,0.0183,35,0.4503
small_behavior_clone,contact_tail_shift,6,0.2946,0.0253,0.1942,0.0171,0.3469,0.02,0.2432,0.0197,0.1374,0.0139,0.1408,0.0103,0.1439,0.0131,0.2316,0.016,0.183,0.0147,0.3194,0.0232,35,0.467
small_behavior_clone,embodiment_shift,0,0.2724,0.0251,0.2303,0.016,0.3378,0.0197,0.2245,0.0211,0.1476,0.0157,0.1361,0.0135,0.1289,0.0132,0.2201,0.0162,0.1827,0.016,0.2963,0.0135,35,0.4707
small_behavior_clone,embodiment_shift,1,0.2745,0.0222,0.2241,0.0159,0.3102,0.017,0.2187,0.0188,0.1497,0.0158,0.1231,0.0146,0.1279,0.0138,0.2075,0.0161,0.1759,0.0139,0.3085,0.0158,35,0.4677
small_behavior_clone,embodiment_shift,2,0.2935,0.0184,0.232,0.0154,0.3173,0.0175,0.2272,0.0174,0.1395,0.012,0.1374,0.0145,0.1412,0.0131,0.2316,0.0164,0.1772,0.0101,0.285,0.0164,35,0.4571
small_behavior_clone,embodiment_shift,3,0.2731,0.0231,0.2211,0.0159,0.3136,0.0227,0.2184,0.0179,0.1327,0.0117,0.1235,0.0118,0.1316,0.014,0.2136,0.0147,0.1663,0.0152,0.2983,0.0178,35,0.4748
small_behavior_clone,embodiment_shift,4,0.2772,0.0228,0.2201,0.0156,0.3136,0.0186,0.2167,0.016,0.1442,0.011,0.1286,0.0126,0.1442,0.0148,0.233,0.0132,0.1721,0.0132,0.3126,0.0121,35,0.4684
small_behavior_clone,embodiment_shift,5,0.2939,0.0221,0.2214,0.0158,0.3156,0.0199,0.2259,0.0164,0.1446,0.0143,0.1279,0.0116,0.1449,0.0138,0.2303,0.0175,0.1629,0.0122,0.2816,0.0161,35,0.4527
small_behavior_clone,embodiment_shift,6,0.2806,0.0199,0.2231,0.0137,0.3003,0.0152,0.2357,0.0226,0.1476,0.0129,0.1303,0.014,0.1425,0.0148,0.2143,0.0158,0.1609,0.0158,0.3017,0.0153,35,0.4622
small_behavior_clone,nominal_scaling,0,0.3793,0.0215,0.2541,0.0189,0.2983,0.0129,0.2017,0.015,0.1037,0.0117,0.1139,0.0127,0.1197,0.0108,0.2789,0.0159,0.15,0.0112,0.3228,0.019,35,0.4133
small_behavior_clone,nominal_scaling,1,0.3813,0.0213,0.2585,0.0157,0.3034,0.0189,0.1844,0.0143,0.1156,0.0124,0.1068,0.0098,0.1194,0.0106,0.2677,0.0168,0.1449,0.0117,0.3136,0.0178,35,0.4088
small_behavior_clone,nominal_scaling,2,0.3776,0.0215,0.2663,0.0154,0.2973,0.0137,0.1918,0.0176,0.117,0.0103,0.1139,0.0142,0.1177,0.0136,0.2704,0.0166,0.1432,0.0148,0.315,0.0187,35,0.4085
small_behavior_clone,nominal_scaling,3,0.3844,0.0199,0.2694,0.0145,0.2952,0.0203,0.1874,0.0151,0.1068,0.0129,0.1167,0.0131,0.1129,0.0117,0.2813,0.0174,0.1415,0.0126,0.3207,0.0195,35,0.416
small_behavior_clone,nominal_scaling,4,0.3827,0.0162,0.2636,0.0184,0.2949,0.019,0.1799,0.0141,0.1061,0.0104,0.1112,0.0141,0.1082,0.0104,0.2888,0.0162,0.1548,0.0163,0.3153,0.0151,35,0.4085
small_behavior_clone,nominal_scaling,5,0.3861,0.0206,0.2728,0.0196,0.3031,0.0175,0.1765,0.0122,0.1109,0.0116,0.1119,0.0135,0.115,0.0136,0.2701,0.0199,0.1517,0.0131,0.3099,0.0178,35,0.4003
small_behavior_clone,nominal_scaling,6,0.3728,0.0201,0.266,0.0181,0.2973,0.0168,0.1895,0.0122,0.101,0.0134,0.1139,0.0121,0.1235,0.0148,0.2704,0.0133,0.1548,0.0135,0.3245,0.0196,35,0.431
small_behavior_clone,shortcut_shift,0,0.2857,0.0238,0.2313,0.0148,0.3241,0.0153,0.2252,0.0188,0.135,0.0141,0.135,0.0161,0.1507,0.0133,0.2439,0.0178,0.1776,0.012,0.2956,0.0163,35,0.4578
small_behavior_clone,shortcut_shift,1,0.281,0.0205,0.2224,0.0172,0.3177,0.0184,0.2235,0.0177,0.1418,0.0151,0.1425,0.0144,0.15,0.0097,0.2248,0.0185,0.165,0.0169,0.3109,0.0169,35,0.4602
small_behavior_clone,shortcut_shift,2,0.3041,0.0228,0.2259,0.0145,0.3194,0.0175,0.2122,0.0144,0.1401,0.0171,0.1344,0.013,0.1473,0.0116,0.231,0.0177,0.1707,0.0116,0.2878,0.0155,35,0.4378
small_behavior_clone,shortcut_shift,3,0.2827,0.0226,0.2412,0.0171,0.3265,0.0165,0.219,0.0155,0.1456,0.0143,0.132,0.0147,0.1537,0.0161,0.2456,0.0144,0.1714,0.0137,0.3085,0.0151,35,0.4636
small_behavior_clone,shortcut_shift,4,0.2905,0.0189,0.2224,0.0184,0.3241,0.0207,0.2235,0.0172,0.1279,0.0111,0.1408,0.0147,0.1524,0.014,0.2316,0.0188,0.1677,0.0115,0.3034,0.0132,35,0.465
small_behavior_clone,shortcut_shift,5,0.2837,0.021,0.2367,0.0161,0.3102,0.0173,0.2163,0.0192,0.132,0.0127,0.1463,0.0142,0.1384,0.0161,0.2398,0.0127,0.167,0.0122,0.2956,0.0176,35,0.4558
small_behavior_clone,shortcut_shift,6,0.2908,0.0202,0.231,0.0134,0.3163,0.0177,0.2071,0.0158,0.1456,0.0128,0.1303,0.0091,0.148,0.0189,0.2456,0.0151,0.1714,0.0143,0.3102,0.0171,35,0.4585
