method,seed,mean_success,ci95_success,mean_rare_failure_recall,ci95_rare_failure_recall,mean_contact_boundary_error,ci95_contact_boundary_error,mean_unsafe_commitment,ci95_unsafe_commitment,mean_overtrust_rate,ci95_overtrust_rate,mean_recovery_success,ci95_recovery_success,mean_tail_risk_rate,ci95_tail_risk_rate,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_average_scaling_gain,ci95_average_scaling_gain,mean_boundary_risk_slope,ci95_boundary_risk_slope,mean_scale_exception_gap,ci95_scale_exception_gap,mean_boundary_coverage,ci95_boundary_coverage,mean_shortcut_reliance,ci95_shortcut_reliance,mean_morphology_transfer_gap,ci95_morphology_transfer_gap,mean_recoverability_deficit,ci95_recoverability_deficit,mean_regret_to_oracle,ci95_regret_to_oracle,mean_utility,ci95_utility,groups
retrieval_augmented_nearest_failure,6,0.46164,0.018018,0.441138,0.016957,0.268519,0.015756,0.099206,0.010961,0.108466,0.011359,0.405093,0.017715,0.148479,0.01253,0.118717,0.011484,0.174603,0.013341,0.28373,0.015344,0.290344,0.016874,0.27414,0.015069,0.439153,0.018791,0.17295,0.013614,0.06713,0.009019,0.121693,0.0124,0.320767,0.020732,0.482923,0.0189,504
retrieval_augmented_nearest_failure,7,0.464616,0.01874,0.433201,0.018155,0.261574,0.016201,0.098545,0.010377,0.108796,0.01161,0.402447,0.017071,0.143849,0.012772,0.112765,0.011317,0.187169,0.012852,0.287698,0.01662,0.291336,0.016063,0.266534,0.01635,0.44213,0.016746,0.163029,0.012792,0.066799,0.008967,0.10582,0.011693,0.314484,0.020767,0.485265,0.019448,504
retrieval_augmented_nearest_failure,8,0.467923,0.018354,0.448743,0.017545,0.265212,0.016741,0.10119,0.011204,0.116402,0.011645,0.409061,0.01827,0.13459,0.012452,0.12004,0.012234,0.186508,0.013898,0.287037,0.016143,0.268519,0.016021,0.273479,0.016076,0.437169,0.016622,0.168651,0.014213,0.065146,0.008848,0.111111,0.011678,0.314815,0.020961,0.48982,0.019125,504
retrieval_augmented_nearest_failure,9,0.46131,0.018622,0.442791,0.0183,0.257937,0.014977,0.094907,0.010084,0.103836,0.010902,0.426918,0.017044,0.12963,0.011983,0.126653,0.011605,0.179894,0.01315,0.289352,0.015864,0.289683,0.016483,0.255952,0.015804,0.438823,0.017325,0.165675,0.013469,0.056878,0.008291,0.107143,0.011381,0.323082,0.020894,0.487981,0.019488,504
risk_sensitive_cvar_policy,0,0.458003,0.017992,0.420966,0.017597,0.258598,0.015634,0.079696,0.009834,0.083995,0.009967,0.44213,0.017936,0.126984,0.011988,0.112103,0.011256,0.226521,0.014362,0.252646,0.015731,0.292989,0.016394,0.247024,0.014878,0.377646,0.017243,0.142196,0.012699,0.075397,0.009057,0.090608,0.010197,0.319114,0.021433,0.482411,0.018723,504
risk_sensitive_cvar_policy,1,0.453373,0.018323,0.414352,0.017719,0.271825,0.016042,0.073743,0.00963,0.090278,0.010484,0.420966,0.017405,0.128968,0.012279,0.107474,0.011151,0.219907,0.01476,0.255952,0.015616,0.292659,0.016375,0.234788,0.015487,0.391865,0.018245,0.165675,0.013024,0.060847,0.008578,0.100198,0.010873,0.320767,0.020975,0.477968,0.019246,504
risk_sensitive_cvar_policy,2,0.444444,0.01772,0.428902,0.01681,0.255291,0.015752,0.083995,0.01034,0.083995,0.009796,0.45205,0.018796,0.129299,0.01149,0.103836,0.010747,0.204365,0.013827,0.242394,0.015638,0.284061,0.015878,0.222222,0.015298,0.37996,0.017233,0.149471,0.013147,0.068122,0.008844,0.087302,0.010576,0.33664,0.020678,0.47204,0.018561,504
risk_sensitive_cvar_policy,3,0.433862,0.017295,0.418981,0.018002,0.267196,0.015927,0.078042,0.010124,0.079034,0.009572,0.443783,0.017799,0.123016,0.011413,0.105159,0.011374,0.219577,0.015668,0.258267,0.015473,0.289021,0.015817,0.246693,0.015213,0.40377,0.018385,0.160714,0.013753,0.068783,0.009087,0.095569,0.010958,0.347553,0.020095,0.460352,0.018034,504
risk_sensitive_cvar_policy,4,0.430886,0.018124,0.423611,0.017081,0.278439,0.016302,0.073743,0.009454,0.08664,0.010089,0.458333,0.017655,0.122685,0.011495,0.10119,0.010976,0.217923,0.014115,0.248677,0.01502,0.27414,0.015427,0.234127,0.014441,0.381283,0.017279,0.146825,0.012628,0.058532,0.00833,0.090939,0.0104,0.36078,0.021275,0.457148,0.019167,504
risk_sensitive_cvar_policy,5,0.438823,0.018086,0.400463,0.017181,0.275794,0.015705,0.079696,0.009705,0.080357,0.009443,0.435516,0.017763,0.142857,0.012808,0.121693,0.012867,0.222553,0.014628,0.254299,0.015458,0.29795,0.015975,0.234127,0.014843,0.400463,0.01752,0.157738,0.013384,0.074405,0.009591,0.100198,0.010316,0.336971,0.020586,0.461647,0.0191,504
risk_sensitive_cvar_policy,6,0.437831,0.016817,0.428571,0.01706,0.27414,0.015482,0.076389,0.010158,0.080357,0.009793,0.439153,0.017896,0.136574,0.01259,0.102513,0.010568,0.212302,0.014452,0.244709,0.014957,0.297288,0.015536,0.227183,0.015578,0.374339,0.017738,0.157738,0.013321,0.072421,0.00962,0.096892,0.010515,0.335317,0.020516,0.464053,0.017891,504
risk_sensitive_cvar_policy,7,0.447421,0.018633,0.412368,0.018116,0.279101,0.015334,0.072751,0.009622,0.08168,0.009838,0.435185,0.016965,0.135251,0.011841,0.104828,0.010965,0.209656,0.015139,0.248016,0.014851,0.296627,0.0169,0.223545,0.014983,0.388558,0.017235,0.166005,0.013073,0.06713,0.009518,0.084325,0.010421,0.330357,0.021952,0.474023,0.019525,504
risk_sensitive_cvar_policy,8,0.439815,0.018285,0.420635,0.017598,0.263889,0.015195,0.081349,0.010008,0.088294,0.010848,0.443783,0.017776,0.131944,0.012363,0.099537,0.010764,0.214616,0.014526,0.249339,0.015462,0.29795,0.016671,0.247024,0.016153,0.387566,0.017513,0.160714,0.013506,0.073082,0.009359,0.091931,0.010555,0.335648,0.021271,0.46329,0.019188,504
risk_sensitive_cvar_policy,9,0.426257,0.01883,0.414021,0.017955,0.275463,0.01608,0.070437,0.009818,0.083333,0.009882,0.430556,0.019295,0.133267,0.012891,0.103836,0.010864,0.210979,0.014942,0.249008,0.014823,0.293981,0.01627,0.238757,0.014819,0.390212,0.018251,0.159061,0.01367,0.061177,0.008536,0.092593,0.010144,0.354828,0.021641,0.451152,0.019948,504
small_behavior_clone,0,0.236442,0.016059,0.20668,0.014622,0.339286,0.01728,0.170966,0.014283,0.12996,0.011796,0.22123,0.014637,0.209325,0.015104,0.166997,0.013312,0.147817,0.013017,0.097222,0.01035,0.354828,0.016472,0.147487,0.011738,0.214947,0.015211,0.166336,0.013153,0.110119,0.011441,0.165013,0.013056,0.525463,0.021353,0.200861,0.015718,504
small_behavior_clone,1,0.223545,0.015643,0.209656,0.014072,0.335648,0.018292,0.169312,0.013545,0.133929,0.012438,0.228836,0.015019,0.213294,0.014208,0.165013,0.013374,0.165675,0.013153,0.095899,0.010282,0.341931,0.017894,0.123016,0.011704,0.203042,0.014478,0.166336,0.01393,0.108796,0.011316,0.168981,0.013898,0.540013,0.020983,0.190385,0.015235,504
small_behavior_clone,2,0.237434,0.016505,0.233135,0.015116,0.334325,0.0173,0.160714,0.012603,0.12004,0.011488,0.223545,0.015095,0.199074,0.014665,0.167659,0.013217,0.154431,0.012417,0.104497,0.011235,0.357804,0.016732,0.136243,0.012534,0.193122,0.014055,0.179894,0.013958,0.087302,0.010045,0.167328,0.013264,0.534392,0.021386,0.207599,0.016063,504
small_behavior_clone,3,0.229828,0.016472,0.219577,0.015342,0.343585,0.017686,0.164352,0.013023,0.132275,0.012319,0.227183,0.015,0.221561,0.014927,0.171627,0.013649,0.166005,0.013296,0.104497,0.010658,0.357804,0.017056,0.150463,0.012816,0.200066,0.014226,0.173942,0.013809,0.102513,0.011112,0.166997,0.012597,0.542659,0.021203,0.196111,0.01585,504
small_behavior_clone,4,0.226852,0.015384,0.207011,0.015523,0.349537,0.016771,0.162698,0.012971,0.141534,0.01259,0.238095,0.014353,0.209987,0.014287,0.169974,0.014182,0.179894,0.013467,0.10582,0.01114,0.333333,0.016894,0.145172,0.012423,0.214616,0.014785,0.173942,0.01387,0.104828,0.011079,0.173611,0.013795,0.549272,0.021093,0.192265,0.014919,504
small_behavior_clone,5,0.226521,0.016336,0.21627,0.014411,0.337963,0.016713,0.165344,0.013264,0.123016,0.011811,0.219577,0.015315,0.223214,0.014809,0.164021,0.012712,0.159061,0.01291,0.097553,0.010428,0.357143,0.016125,0.142526,0.01308,0.215939,0.014405,0.161045,0.013708,0.111772,0.011557,0.168651,0.013007,0.534722,0.021234,0.195476,0.015662,504
small_behavior_clone,6,0.233135,0.01577,0.217593,0.013747,0.333995,0.017457,0.174272,0.013639,0.125661,0.012672,0.232804,0.015057,0.219246,0.014863,0.160053,0.013156,0.169974,0.013102,0.095899,0.010363,0.345238,0.016986,0.140873,0.012811,0.199735,0.014711,0.188823,0.014509,0.108796,0.011574,0.171958,0.013786,0.531415,0.021743,0.198218,0.015406,504
small_behavior_clone,7,0.230489,0.015854,0.22123,0.014695,0.338294,0.016446,0.164021,0.01373,0.134259,0.01198,0.240079,0.015329,0.210979,0.014628,0.155423,0.012609,0.154101,0.012699,0.102183,0.010691,0.326389,0.017216,0.142196,0.013091,0.214286,0.014778,0.171296,0.014268,0.10086,0.011208,0.183532,0.013913,0.534722,0.021372,0.199286,0.015418,504
small_behavior_clone,8,0.229497,0.015413,0.207341,0.01478,0.32705,0.015975,0.155093,0.012388,0.129299,0.011744,0.227513,0.015956,0.212632,0.015795,0.170304,0.013896,0.172288,0.013303,0.109788,0.011073,0.362103,0.016768,0.146495,0.013099,0.218915,0.014716,0.173942,0.014979,0.109127,0.011385,0.168651,0.013914,0.539021,0.021246,0.195675,0.015097,504
small_behavior_clone,9,0.238095,0.015263,0.208333,0.014716,0.331019,0.01754,0.157738,0.013001,0.136574,0.012456,0.232804,0.014517,0.218585,0.0153,0.160053,0.012963,0.164021,0.013669,0.090939,0.01044,0.342593,0.017463,0.140212,0.012768,0.196759,0.014717,0.177579,0.013435,0.111442,0.01138,0.170966,0.013433,0.530423,0.020834,0.202492,0.015009,504
