risk_budget,method,seed,mean_success,ci95_success,mean_rare_failure_recall,ci95_rare_failure_recall,mean_contact_boundary_error,ci95_contact_boundary_error,mean_unsafe_commitment,ci95_unsafe_commitment,mean_overtrust_rate,ci95_overtrust_rate,mean_recovery_success,ci95_recovery_success,mean_tail_risk_rate,ci95_tail_risk_rate,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_average_scaling_gain,ci95_average_scaling_gain,mean_boundary_risk_slope,ci95_boundary_risk_slope,mean_scale_exception_gap,ci95_scale_exception_gap,mean_boundary_coverage,ci95_boundary_coverage,mean_shortcut_reliance,ci95_shortcut_reliance,mean_morphology_transfer_gap,ci95_morphology_transfer_gap,mean_recoverability_deficit,ci95_recoverability_deficit,mean_regret_to_oracle,ci95_regret_to_oracle,mean_utility,ci95_utility,mean_coverage,ci95_coverage,mean_risk_score,ci95_risk_score,groups
0.12,small_behavior_clone,0,0.080428,0.020275,0.1875,0.036515,0.37037,0.050557,0.189815,0.038932,0.175926,0.034729,0.215278,0.040059,0.238426,0.04374,0.210648,0.040348,0.155093,0.034991,0.092593,0.025756,0.439815,0.047615,0.166667,0.031654,0.168981,0.038494,0.178241,0.033153,0.131944,0.034152,0.185185,0.036867,0.0,0.0,0.050821,0.018461,0.153984,0.039418,0.203981,0.023414,72
0.12,small_behavior_clone,1,0.077417,0.017422,0.19213,0.033982,0.391204,0.048851,0.18287,0.035484,0.148148,0.037982,0.229167,0.040059,0.247685,0.040348,0.19213,0.03804,0.199074,0.035177,0.104167,0.026982,0.377315,0.051688,0.115741,0.031415,0.159722,0.034456,0.203704,0.038347,0.125,0.034645,0.199074,0.038573,0.0,0.0,0.051566,0.015132,0.150826,0.037374,0.196991,0.019885,72
0.12,small_behavior_clone,2,0.058078,0.015342,0.206019,0.040088,0.395833,0.039535,0.159722,0.033223,0.143519,0.033764,0.217593,0.04068,0.256944,0.043314,0.168981,0.037948,0.148148,0.033918,0.097222,0.027979,0.356481,0.044441,0.122685,0.030302,0.143519,0.027645,0.150463,0.033673,0.094907,0.029487,0.185185,0.033918,0.0,0.0,0.04065,0.012983,0.140273,0.029403,0.186898,0.022575,72
0.12,small_behavior_clone,3,0.077287,0.019041,0.203704,0.040979,0.405093,0.044215,0.164352,0.031318,0.157407,0.037055,0.24537,0.033557,0.270833,0.040577,0.203704,0.041485,0.148148,0.034528,0.111111,0.032307,0.375,0.043224,0.148148,0.036296,0.194444,0.047039,0.175926,0.037055,0.104167,0.030606,0.18287,0.033048,0.0,0.0,0.053095,0.017305,0.184394,0.047354,0.198981,0.019909,72
0.12,small_behavior_clone,4,0.07962,0.020161,0.185185,0.037429,0.340278,0.044503,0.180556,0.032145,0.199074,0.036344,0.240741,0.038165,0.240741,0.039772,0.178241,0.037301,0.1875,0.034152,0.083333,0.027413,0.358796,0.046441,0.138889,0.033574,0.178241,0.038944,0.19213,0.035189,0.12963,0.03245,0.175926,0.035325,0.0,0.0,0.054424,0.018565,0.157023,0.037119,0.201713,0.019221,72
0.12,small_behavior_clone,5,0.054873,0.016406,0.226852,0.03314,0.368056,0.043793,0.19213,0.040691,0.122685,0.028159,0.185185,0.036867,0.266204,0.045072,0.152778,0.032145,0.150463,0.031095,0.090278,0.028851,0.340278,0.0368,0.171296,0.040337,0.173611,0.036228,0.157407,0.033505,0.12037,0.03245,0.175926,0.034122,0.0,0.0,0.037692,0.013103,0.164822,0.038339,0.197917,0.024373,72
0.12,small_behavior_clone,6,0.067039,0.016305,0.203704,0.039947,0.361111,0.037118,0.19213,0.039122,0.168981,0.041116,0.208333,0.040222,0.25,0.039303,0.173611,0.033845,0.203704,0.034326,0.094907,0.02877,0.347222,0.043224,0.143519,0.034376,0.166667,0.035975,0.212963,0.037242,0.094907,0.027281,0.189815,0.037289,0.0,0.0,0.041146,0.013641,0.15178,0.03614,0.203472,0.023102,72
0.12,small_behavior_clone,7,0.063896,0.015513,0.212963,0.039947,0.365741,0.044597,0.178241,0.037856,0.148148,0.032018,0.240741,0.041317,0.219907,0.04326,0.196759,0.038404,0.131944,0.031613,0.106481,0.026879,0.361111,0.05005,0.171296,0.034779,0.18287,0.034891,0.199074,0.039111,0.12963,0.034326,0.19213,0.034591,0.0,0.0,0.046411,0.015441,0.177877,0.038144,0.187176,0.023281,72
0.12,small_behavior_clone,8,0.081625,0.017518,0.199074,0.038573,0.349537,0.046665,0.18287,0.035484,0.143519,0.030516,0.24537,0.045217,0.247685,0.048349,0.194444,0.036551,0.196759,0.04052,0.094907,0.025705,0.372685,0.044057,0.159722,0.0368,0.231481,0.035717,0.189815,0.037845,0.145833,0.034152,0.185185,0.037982,0.0,0.0,0.060821,0.016559,0.208081,0.040326,0.196389,0.023863,72
0.12,small_behavior_clone,9,0.07828,0.017466,0.199074,0.04119,0.361111,0.050877,0.178241,0.034991,0.173611,0.042585,0.25463,0.041359,0.194444,0.039831,0.178241,0.038404,0.138889,0.03539,0.097222,0.029433,0.365741,0.039641,0.108796,0.029011,0.175926,0.038165,0.212963,0.040466,0.136574,0.033777,0.210648,0.040862,0.0,0.0,0.058925,0.017381,0.17594,0.03776,0.182269,0.021734,72
0.16,boundary_aware_scale_exception_audit_v5,0,0.481421,0.035689,0.645833,0.041843,0.201389,0.040319,0.053241,0.020254,0.032407,0.017858,0.585648,0.044762,0.087963,0.021403,0.032407,0.015343,0.273148,0.043008,0.275463,0.041954,0.222222,0.047481,0.263889,0.038633,0.643519,0.044908,0.085648,0.025019,0.030093,0.014912,0.060185,0.020742,0.0,0.0,0.548924,0.037701,0.714178,0.04165,0.057824,0.011289,72
0.16,boundary_aware_scale_exception_audit_v5,1,0.468375,0.047401,0.597222,0.043224,0.210648,0.039299,0.039352,0.016465,0.018519,0.012184,0.62963,0.046693,0.083333,0.024176,0.025463,0.015372,0.19213,0.040175,0.331019,0.044057,0.1875,0.040319,0.224537,0.037207,0.590278,0.050439,0.101852,0.027833,0.046296,0.020658,0.069444,0.021185,0.0,0.0,0.532577,0.048955,0.665833,0.048633,0.047407,0.010476,72
0.16,boundary_aware_scale_exception_audit_v5,2,0.501097,0.039779,0.634259,0.04317,0.168981,0.033258,0.034722,0.018204,0.039352,0.01883,0.555556,0.044766,0.060185,0.020742,0.023148,0.013407,0.231481,0.035717,0.289352,0.042856,0.196759,0.036164,0.201389,0.04566,0.659722,0.038464,0.094907,0.02877,0.020833,0.012821,0.078704,0.028876,0.0,0.0,0.576967,0.040437,0.736389,0.037021,0.042037,0.01003,72
0.16,boundary_aware_scale_exception_audit_v5,3,0.479853,0.041362,0.657407,0.045178,0.189815,0.043008,0.053241,0.020254,0.023148,0.013407,0.56713,0.048636,0.101852,0.03136,0.025463,0.013948,0.25,0.038226,0.270833,0.042092,0.178241,0.04052,0.201389,0.034758,0.594907,0.053993,0.0625,0.018769,0.034722,0.018204,0.060185,0.020742,0.0,0.0,0.544004,0.044946,0.663942,0.050771,0.05963,0.014102,72
0.16,boundary_aware_scale_exception_audit_v5,4,0.491828,0.038595,0.652778,0.039699,0.189815,0.036152,0.041667,0.019113,0.023148,0.013407,0.569444,0.044179,0.099537,0.030071,0.032407,0.015343,0.229167,0.037363,0.358796,0.045533,0.194444,0.038768,0.231481,0.033918,0.597222,0.047371,0.076389,0.028851,0.023148,0.013407,0.078704,0.028144,0.0,0.0,0.552287,0.039898,0.67009,0.045735,0.054769,0.012858,72
0.16,boundary_aware_scale_exception_audit_v5,5,0.515352,0.045367,0.627315,0.05229,0.18287,0.038313,0.039352,0.017687,0.020833,0.014357,0.576389,0.046566,0.085648,0.026635,0.030093,0.014912,0.178241,0.043978,0.3125,0.043793,0.189815,0.038392,0.270833,0.034456,0.641204,0.046888,0.104167,0.031941,0.020833,0.012821,0.06713,0.020082,0.0,0.0,0.579994,0.047383,0.71235,0.045269,0.048981,0.01183,72
0.16,boundary_aware_scale_exception_audit_v5,6,0.475482,0.045333,0.638889,0.046594,0.194444,0.034796,0.041667,0.020176,0.027778,0.015827,0.581019,0.045226,0.085648,0.02584,0.018519,0.013791,0.201389,0.038735,0.298611,0.044737,0.201389,0.03927,0.236111,0.034645,0.606481,0.052216,0.097222,0.028715,0.025463,0.016674,0.076389,0.023241,0.0,0.0,0.541597,0.048039,0.68035,0.050911,0.050046,0.011973,72
0.16,boundary_aware_scale_exception_audit_v5,7,0.480402,0.035107,0.597222,0.051993,0.180556,0.033418,0.039352,0.017687,0.048611,0.018769,0.571759,0.042775,0.097222,0.033418,0.020833,0.014357,0.19213,0.039122,0.333333,0.044766,0.1875,0.040319,0.229167,0.041088,0.618056,0.045431,0.081019,0.025019,0.023148,0.013407,0.071759,0.028035,0.0,0.0,0.546584,0.039803,0.688375,0.042359,0.056528,0.013554,72
0.16,boundary_aware_scale_exception_audit_v5,8,0.527056,0.041953,0.650463,0.042938,0.166667,0.03419,0.032407,0.015343,0.020833,0.012821,0.564815,0.044558,0.071759,0.026505,0.041667,0.016787,0.222222,0.039303,0.314815,0.045485,0.155093,0.036164,0.219907,0.041285,0.631944,0.045201,0.06713,0.02299,0.032407,0.016648,0.069444,0.022148,0.0,0.0,0.597876,0.042366,0.7075,0.043408,0.043056,0.009472,72
0.16,boundary_aware_scale_exception_audit_v5,9,0.515201,0.042852,0.643519,0.044908,0.166667,0.032947,0.048611,0.020875,0.020833,0.012821,0.587963,0.045217,0.078704,0.025002,0.032407,0.015343,0.201389,0.03927,0.3125,0.043314,0.215278,0.041088,0.240741,0.041317,0.641204,0.048205,0.083333,0.022383,0.025463,0.013948,0.064815,0.024651,0.0,0.0,0.585044,0.043718,0.714384,0.046566,0.051019,0.012341,72
0.16,compute_balanced_scaling,0,0.143885,0.022292,0.289352,0.042367,0.337963,0.043331,0.208333,0.036408,0.226852,0.043491,0.331019,0.043099,0.25,0.039831,0.229167,0.043072,0.180556,0.034645,0.344907,0.047624,0.388889,0.040351,0.391204,0.048851,0.261574,0.04326,0.263889,0.041247,0.092593,0.025756,0.171296,0.030969,0.0,0.0,0.104096,0.020998,0.255806,0.047217,0.22625,0.023273,72
0.16,compute_balanced_scaling,1,0.156242,0.028265,0.289352,0.034791,0.347222,0.044179,0.199074,0.038573,0.19213,0.039122,0.25463,0.040851,0.215278,0.037363,0.196759,0.036164,0.166667,0.031654,0.340278,0.042092,0.456019,0.045686,0.372685,0.040088,0.238426,0.045609,0.256944,0.046566,0.078704,0.022357,0.185185,0.038528,0.0,0.0,0.11896,0.027511,0.250384,0.047438,0.202454,0.020056,72
0.16,compute_balanced_scaling,2,0.161734,0.026064,0.238426,0.03758,0.342593,0.04787,0.134259,0.032717,0.210648,0.039827,0.238426,0.034084,0.180556,0.03583,0.224537,0.035484,0.164352,0.033879,0.391204,0.047551,0.377315,0.04614,0.418981,0.049205,0.252315,0.040862,0.238426,0.038675,0.090278,0.028118,0.168981,0.03509,0.0,0.0,0.128239,0.025558,0.289444,0.042668,0.170926,0.020414,72
0.16,compute_balanced_scaling,3,0.155264,0.019987,0.273148,0.038932,0.328704,0.049197,0.162037,0.036535,0.185185,0.040121,0.293981,0.041621,0.215278,0.041088,0.226852,0.038932,0.141204,0.026373,0.375,0.045574,0.388889,0.041874,0.375,0.042738,0.273148,0.038932,0.293981,0.039564,0.092593,0.024932,0.145833,0.034758,0.0,0.0,0.122367,0.020163,0.2865,0.041409,0.188657,0.020642,72
0.16,compute_balanced_scaling,4,0.144973,0.021081,0.291667,0.045574,0.337963,0.04834,0.178241,0.041537,0.208333,0.034037,0.310185,0.041527,0.233796,0.033982,0.212963,0.040979,0.168981,0.039033,0.358796,0.050324,0.409722,0.047012,0.414352,0.044762,0.259259,0.038708,0.268519,0.037429,0.113426,0.032836,0.175926,0.037614,0.0,0.0,0.111326,0.021171,0.277215,0.040484,0.203796,0.020321,72
0.16,compute_balanced_scaling,5,0.147264,0.028978,0.252315,0.039299,0.377315,0.041871,0.143519,0.034978,0.208333,0.036408,0.296296,0.039947,0.210648,0.040348,0.196759,0.04052,0.166667,0.03539,0.37037,0.049302,0.444444,0.046143,0.423611,0.046566,0.268519,0.041652,0.238426,0.035874,0.104167,0.028487,0.171296,0.032929,0.0,0.0,0.114689,0.027761,0.288794,0.041921,0.180648,0.021298,72
0.16,compute_balanced_scaling,6,0.16135,0.023153,0.240741,0.041317,0.287037,0.041985,0.173611,0.037918,0.166667,0.039303,0.300926,0.046879,0.224537,0.045303,0.238426,0.039739,0.171296,0.032929,0.388889,0.049631,0.405093,0.045609,0.425926,0.050419,0.268519,0.038528,0.229167,0.042585,0.106481,0.027645,0.150463,0.03241,0.0,0.0,0.125858,0.024359,0.281859,0.041725,0.19412,0.020209,72
0.16,compute_balanced_scaling,7,0.15788,0.026561,0.289352,0.044762,0.347222,0.049102,0.131944,0.030945,0.203704,0.037242,0.324074,0.044714,0.217593,0.041694,0.217593,0.039111,0.131944,0.038735,0.402778,0.048244,0.476852,0.048052,0.435185,0.043611,0.275463,0.043421,0.282407,0.040164,0.099537,0.028649,0.175926,0.038165,0.0,0.0,0.128281,0.026178,0.304588,0.045431,0.17912,0.019183,72
0.16,compute_balanced_scaling,8,0.164498,0.023169,0.280093,0.042775,0.342593,0.044245,0.164352,0.03568,0.178241,0.035582,0.273148,0.047615,0.25463,0.042846,0.203704,0.0318,0.171296,0.032289,0.351852,0.044087,0.358796,0.043661,0.400463,0.047331,0.273148,0.043008,0.266204,0.046441,0.083333,0.026641,0.125,0.033418,0.0,0.0,0.129026,0.024003,0.291808,0.04397,0.19787,0.018782,72
0.16,compute_balanced_scaling,9,0.163067,0.023931,0.263889,0.042247,0.342593,0.045178,0.150463,0.034891,0.203704,0.037799,0.273148,0.044441,0.238426,0.039211,0.215278,0.037363,0.18287,0.034891,0.337963,0.043331,0.405093,0.057002,0.391204,0.045762,0.240741,0.037614,0.25,0.040865,0.094907,0.025705,0.175926,0.035911,0.0,0.0,0.124898,0.024423,0.257454,0.040959,0.192917,0.019609,72
0.16,conformal_risk_filter,0,0.251098,0.033176,0.402778,0.049102,0.273148,0.041527,0.085648,0.030302,0.085648,0.025019,0.414352,0.045226,0.155093,0.029839,0.106481,0.031193,0.194444,0.038226,0.247685,0.042367,0.277778,0.043823,0.215278,0.038464,0.386574,0.045149,0.166667,0.03539,0.087963,0.030969,0.127315,0.029955,0.0,0.0,0.259444,0.034296,0.449852,0.046298,0.108565,0.016803,72
0.16,conformal_risk_filter,1,0.254345,0.038845,0.395833,0.045431,0.289352,0.040348,0.097222,0.028715,0.090278,0.028851,0.37037,0.048448,0.159722,0.031941,0.113426,0.028035,0.201389,0.038192,0.289352,0.041871,0.275463,0.038854,0.231481,0.037982,0.395833,0.043072,0.178241,0.037856,0.064815,0.024651,0.122685,0.028891,0.0,0.0,0.257365,0.040211,0.456535,0.04478,0.116343,0.017094,72
0.16,conformal_risk_filter,2,0.248298,0.033549,0.409722,0.045201,0.296296,0.043451,0.083333,0.025025,0.111111,0.030988,0.381944,0.047233,0.157407,0.033505,0.136574,0.031869,0.229167,0.042092,0.222222,0.034796,0.298611,0.044267,0.266204,0.036926,0.407407,0.046544,0.206019,0.03509,0.053241,0.02222,0.136574,0.034991,0.0,0.0,0.25461,0.035329,0.47497,0.047445,0.11588,0.013863,72
0.16,conformal_risk_filter,3,0.270147,0.037925,0.393519,0.049759,0.303241,0.039476,0.090278,0.028118,0.097222,0.024815,0.384259,0.048196,0.12963,0.033712,0.131944,0.032907,0.180556,0.033418,0.268519,0.041652,0.328704,0.045676,0.229167,0.035647,0.398148,0.041652,0.138889,0.026641,0.083333,0.025025,0.12037,0.033087,0.0,0.0,0.277629,0.039924,0.466836,0.042735,0.1075,0.01502,72
0.16,conformal_risk_filter,4,0.25371,0.039613,0.407407,0.040294,0.3125,0.049182,0.06713,0.023881,0.12037,0.03245,0.37963,0.045332,0.122685,0.037114,0.122685,0.032302,0.243056,0.04566,0.261574,0.044685,0.314815,0.04215,0.268519,0.042643,0.384259,0.051138,0.189815,0.046281,0.108796,0.031759,0.12037,0.030459,0.0,0.0,0.260854,0.042425,0.453586,0.052533,0.098935,0.015541,72
0.16,conformal_risk_filter,5,0.276532,0.033366,0.407407,0.045638,0.240741,0.042315,0.094907,0.027281,0.085648,0.02584,0.358796,0.045072,0.159722,0.035647,0.131944,0.031613,0.240741,0.038165,0.219907,0.034691,0.31713,0.046216,0.226852,0.041527,0.402778,0.045574,0.175926,0.035911,0.053241,0.020254,0.12963,0.030459,0.0,0.0,0.281293,0.034292,0.467993,0.048289,0.116389,0.016154,72
0.16,conformal_risk_filter,6,0.247815,0.03616,0.43287,0.045533,0.291667,0.044179,0.099537,0.025569,0.094907,0.025705,0.425926,0.040294,0.175926,0.030913,0.113426,0.031539,0.203704,0.037242,0.270833,0.045431,0.303241,0.041537,0.259259,0.04377,0.393519,0.045828,0.185185,0.035717,0.064815,0.022895,0.118056,0.029917,0.0,0.0,0.253874,0.039735,0.453081,0.047001,0.123009,0.016388,72
0.16,conformal_risk_filter,7,0.25633,0.035805,0.384259,0.049899,0.284722,0.047233,0.099537,0.027911,0.081019,0.02417,0.388889,0.050465,0.12963,0.03245,0.099537,0.03273,0.263889,0.044179,0.256944,0.040833,0.337963,0.043331,0.273148,0.042026,0.430556,0.048244,0.217593,0.046432,0.069444,0.023959,0.106481,0.026091,0.0,0.0,0.264879,0.038056,0.495132,0.048399,0.105231,0.0172,72
0.16,conformal_risk_filter,8,0.251242,0.033055,0.412037,0.04834,0.268519,0.045485,0.090278,0.026592,0.090278,0.029566,0.393519,0.043008,0.12963,0.036104,0.12963,0.029766,0.208333,0.04175,0.289352,0.037672,0.298611,0.041843,0.273148,0.044441,0.365741,0.04317,0.166667,0.034796,0.113426,0.032194,0.136574,0.029131,0.0,0.0,0.255807,0.0354,0.42988,0.045665,0.106019,0.017121,72
0.16,conformal_risk_filter,9,0.259818,0.033145,0.425926,0.046544,0.296296,0.042968,0.0625,0.01985,0.094907,0.032836,0.361111,0.041373,0.150463,0.031095,0.12037,0.027582,0.24537,0.041861,0.252315,0.044294,0.335648,0.038494,0.273148,0.042026,0.421296,0.052082,0.19213,0.041704,0.05787,0.021585,0.108796,0.029722,0.0,0.0,0.267732,0.033524,0.49281,0.052281,0.100509,0.013791,72
0.16,data_only_scaling,0,0.142656,0.024084,0.296296,0.037242,0.310185,0.036152,0.152778,0.03583,0.196759,0.038944,0.289352,0.043341,0.196759,0.036164,0.210648,0.034791,0.199074,0.036914,0.284722,0.044969,0.412037,0.042356,0.337963,0.043331,0.240741,0.039772,0.261574,0.045609,0.087963,0.030969,0.180556,0.034645,0.0,0.0,0.115047,0.023899,0.260405,0.042392,0.179676,0.020875,72
0.16,data_only_scaling,1,0.125173,0.020772,0.266204,0.040175,0.377315,0.045686,0.18287,0.036068,0.25463,0.04381,0.300926,0.04119,0.231481,0.040121,0.206019,0.043099,0.171296,0.039816,0.24537,0.04381,0.400463,0.04318,0.375,0.045114,0.238426,0.045609,0.284722,0.049814,0.12037,0.031137,0.185185,0.040121,0.0,0.0,0.089392,0.021335,0.23791,0.047619,0.212685,0.021011,72
0.16,data_only_scaling,2,0.129959,0.023204,0.226852,0.036725,0.358796,0.044607,0.173611,0.031941,0.164352,0.029955,0.259259,0.039772,0.25463,0.035374,0.238426,0.03702,0.171296,0.039816,0.319444,0.040737,0.430556,0.051184,0.354167,0.040833,0.217593,0.038028,0.266204,0.03804,0.097222,0.024815,0.208333,0.036977,0.0,0.0,0.096443,0.021782,0.227514,0.037694,0.202731,0.0168,72
0.16,data_only_scaling,3,0.113353,0.023279,0.263889,0.044649,0.358796,0.048636,0.164352,0.03626,0.229167,0.044031,0.293981,0.042612,0.217593,0.039641,0.208333,0.038633,0.164352,0.03509,0.30787,0.046888,0.474537,0.051957,0.388889,0.044297,0.224537,0.036642,0.268519,0.041148,0.108796,0.027535,0.162037,0.034173,0.0,0.0,0.085602,0.021453,0.235766,0.039521,0.196389,0.021156,72
0.16,data_only_scaling,4,0.134122,0.022284,0.215278,0.037363,0.326389,0.041088,0.203704,0.039421,0.219907,0.035874,0.287037,0.038347,0.212963,0.038888,0.196759,0.033777,0.166667,0.037118,0.3125,0.044737,0.402778,0.054349,0.386574,0.047843,0.238426,0.039211,0.25,0.040865,0.101852,0.032664,0.173611,0.033223,0.0,0.0,0.092211,0.019979,0.237692,0.039883,0.208704,0.021744,72
0.16,data_only_scaling,5,0.13004,0.024291,0.268519,0.040638,0.305556,0.049208,0.180556,0.03583,0.189815,0.03557,0.233796,0.043661,0.210648,0.041369,0.210648,0.038222,0.173611,0.032588,0.331019,0.047258,0.381944,0.046789,0.400463,0.042202,0.201389,0.038735,0.236111,0.040737,0.115741,0.030057,0.212963,0.04579,0.0,0.0,0.093634,0.024217,0.219646,0.036304,0.194259,0.020325,72
0.16,data_only_scaling,6,0.13661,0.030766,0.280093,0.040776,0.333333,0.040865,0.155093,0.036164,0.194444,0.037676,0.261574,0.040261,0.206019,0.03568,0.233796,0.041201,0.185185,0.043611,0.368056,0.043793,0.421296,0.053661,0.321759,0.050185,0.263889,0.048244,0.219907,0.03702,0.115741,0.030057,0.185185,0.039066,0.0,0.0,0.112621,0.030452,0.284657,0.050395,0.185324,0.020627,72
0.16,data_only_scaling,7,0.142231,0.023974,0.247685,0.035386,0.354167,0.043793,0.134259,0.032073,0.215278,0.035057,0.289352,0.045226,0.1875,0.03927,0.194444,0.03419,0.166667,0.03539,0.324074,0.045638,0.412037,0.044284,0.368056,0.047454,0.231481,0.047725,0.266204,0.036356,0.097222,0.028715,0.171296,0.037102,0.0,0.0,0.113689,0.023456,0.267824,0.048459,0.170833,0.019486,72
0.16,data_only_scaling,8,0.140747,0.02454,0.229167,0.040059,0.337963,0.04381,0.168981,0.036832,0.206019,0.040605,0.287037,0.046244,0.231481,0.040121,0.189815,0.037845,0.166667,0.039831,0.333333,0.040865,0.435185,0.047725,0.347222,0.042738,0.194444,0.036551,0.261574,0.042775,0.101852,0.029295,0.203704,0.040466,0.0,0.0,0.105434,0.024032,0.204065,0.038141,0.196481,0.022731,72
0.16,data_only_scaling,9,0.138902,0.021446,0.252315,0.038222,0.314815,0.044558,0.162037,0.031636,0.194444,0.034796,0.280093,0.041788,0.24537,0.044753,0.18287,0.034891,0.199074,0.04068,0.37037,0.04579,0.416667,0.047481,0.37037,0.046693,0.243056,0.036515,0.247685,0.042367,0.094907,0.02488,0.178241,0.04052,0.0,0.0,0.101717,0.020974,0.25128,0.039091,0.194954,0.022904,72
0.16,dropout_risk_filter,0,0.236209,0.031784,0.37963,0.048015,0.277778,0.040865,0.083333,0.027413,0.101852,0.025484,0.395833,0.045888,0.141204,0.030758,0.12037,0.030459,0.226852,0.037845,0.261574,0.035288,0.331019,0.044057,0.261574,0.041788,0.384259,0.050728,0.164352,0.03568,0.083333,0.026641,0.143519,0.034376,0.0,0.0,0.240379,0.033186,0.448975,0.05076,0.107731,0.014905,72
0.16,dropout_risk_filter,1,0.233974,0.035711,0.412037,0.040851,0.321759,0.047184,0.085648,0.026635,0.101852,0.027833,0.37037,0.048448,0.157407,0.035325,0.097222,0.029433,0.215278,0.041593,0.240741,0.039244,0.324074,0.04377,0.273148,0.041527,0.381944,0.048541,0.194444,0.04237,0.071759,0.026505,0.127315,0.031978,0.0,0.0,0.235492,0.036293,0.442069,0.048376,0.11125,0.01756,72
0.16,dropout_risk_filter,2,0.241702,0.032599,0.400463,0.041201,0.293981,0.045457,0.104167,0.031281,0.090278,0.026592,0.356481,0.04537,0.162037,0.036535,0.113426,0.02877,0.219907,0.038131,0.284722,0.043554,0.31713,0.04484,0.25,0.041874,0.377315,0.053669,0.19213,0.041704,0.083333,0.027413,0.138889,0.032947,0.0,0.0,0.243528,0.035294,0.436604,0.053843,0.119954,0.016906,72
0.16,dropout_risk_filter,3,0.25387,0.03058,0.402778,0.044649,0.268519,0.041652,0.092593,0.028082,0.099537,0.031429,0.37963,0.048015,0.127315,0.033258,0.106481,0.02839,0.203704,0.039947,0.247685,0.042856,0.3125,0.042829,0.25463,0.038753,0.386574,0.049977,0.173611,0.041593,0.076389,0.021369,0.115741,0.027896,0.0,0.0,0.260185,0.033752,0.448088,0.051811,0.105648,0.017557,72
0.16,dropout_risk_filter,4,0.23934,0.032956,0.342593,0.049584,0.296296,0.038888,0.097222,0.030134,0.083333,0.026641,0.368056,0.047454,0.12037,0.026024,0.122685,0.034186,0.231481,0.040121,0.256944,0.041341,0.342593,0.040808,0.261574,0.038675,0.354167,0.039798,0.215278,0.037363,0.106481,0.027645,0.12037,0.029056,0.0,0.0,0.237827,0.033745,0.425806,0.040777,0.104213,0.015343,72
0.16,dropout_risk_filter,5,0.236,0.033905,0.37037,0.048015,0.263889,0.046481,0.111111,0.031654,0.101852,0.02629,0.405093,0.041788,0.173611,0.035647,0.094907,0.027281,0.206019,0.041621,0.275463,0.039388,0.293981,0.039564,0.238426,0.035288,0.358796,0.048636,0.199074,0.039641,0.064815,0.020993,0.150463,0.031759,0.0,0.0,0.233533,0.035939,0.415512,0.050766,0.126574,0.017421,72
0.16,dropout_risk_filter,6,0.233593,0.030188,0.402778,0.047371,0.296296,0.042968,0.115741,0.027896,0.12963,0.03245,0.398148,0.040638,0.162037,0.037102,0.12037,0.033087,0.201389,0.038735,0.273148,0.037845,0.296296,0.042479,0.256944,0.042829,0.384259,0.044597,0.155093,0.034389,0.078704,0.026619,0.145833,0.035939,0.0,0.0,0.232087,0.03318,0.438072,0.044856,0.132593,0.018146,72
0.16,dropout_risk_filter,7,0.230032,0.031511,0.416667,0.045689,0.319444,0.049525,0.108796,0.028283,0.101852,0.028573,0.425926,0.046544,0.136574,0.03053,0.097222,0.027222,0.217593,0.04119,0.268519,0.041652,0.340278,0.046789,0.25,0.044297,0.372685,0.044057,0.18287,0.033048,0.099537,0.028649,0.141204,0.03273,0.0,0.0,0.236744,0.033715,0.441748,0.045174,0.114722,0.014643,72
0.16,dropout_risk_filter,8,0.247426,0.035406,0.405093,0.049558,0.300926,0.042684,0.101852,0.027073,0.108796,0.029011,0.402778,0.05279,0.136574,0.031207,0.155093,0.038404,0.210648,0.039827,0.25,0.039303,0.298611,0.044737,0.238426,0.035874,0.372685,0.048565,0.166667,0.038226,0.101852,0.027073,0.136574,0.03053,0.0,0.0,0.251757,0.037936,0.435373,0.048651,0.118843,0.015838,72
0.16,dropout_risk_filter,9,0.214861,0.0315,0.428241,0.042775,0.280093,0.042775,0.081019,0.025019,0.12963,0.0318,0.363426,0.047184,0.189815,0.038392,0.136574,0.035582,0.215278,0.031281,0.229167,0.035057,0.347222,0.046481,0.231481,0.040638,0.416667,0.046143,0.168981,0.037948,0.069444,0.023072,0.108796,0.029011,0.0,0.0,0.218359,0.033784,0.470292,0.044962,0.127963,0.018096,72
0.16,ensemble_uncertainty_gate,0,0.220308,0.029701,0.4375,0.058666,0.328704,0.04834,0.104167,0.026982,0.101852,0.027833,0.386574,0.046065,0.164352,0.03568,0.155093,0.034389,0.226852,0.038932,0.261574,0.041788,0.331019,0.045457,0.277778,0.05005,0.391204,0.048851,0.196759,0.043501,0.099537,0.030071,0.143519,0.03314,0.0,0.0,0.223005,0.029237,0.447579,0.049435,0.126898,0.017382,72
0.16,ensemble_uncertainty_gate,1,0.200608,0.029487,0.398148,0.039597,0.314815,0.046394,0.12963,0.027582,0.152778,0.034645,0.393519,0.043491,0.162037,0.031636,0.131944,0.031613,0.208333,0.043704,0.275463,0.039388,0.3125,0.045201,0.215278,0.041088,0.358796,0.049487,0.196759,0.043978,0.090278,0.032266,0.118056,0.032588,0.0,0.0,0.196487,0.029389,0.41231,0.050057,0.14375,0.014962,72
