method,split,seed,mean_success,ci95_success,mean_rare_failure_recall,ci95_rare_failure_recall,mean_contact_boundary_error,ci95_contact_boundary_error,mean_unsafe_commitment,ci95_unsafe_commitment,mean_overtrust_rate,ci95_overtrust_rate,mean_recovery_success,ci95_recovery_success,mean_tail_risk_rate,ci95_tail_risk_rate,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_average_scaling_gain,ci95_average_scaling_gain,mean_boundary_risk_slope,ci95_boundary_risk_slope,mean_scale_exception_gap,ci95_scale_exception_gap,mean_boundary_coverage,ci95_boundary_coverage,mean_shortcut_reliance,ci95_shortcut_reliance,mean_morphology_transfer_gap,ci95_morphology_transfer_gap,mean_recoverability_deficit,ci95_recoverability_deficit,mean_regret_to_oracle,ci95_regret_to_oracle,mean_utility,ci95_utility,groups
boundary_aware_scale_exception_audit_v5,recovery_scarcity,2,0.696759,0.048493,0.650463,0.037764,0.180556,0.032145,0.037037,0.019622,0.023148,0.013407,0.62037,0.049724,0.094907,0.028035,0.020833,0.012821,0.215278,0.035647,0.335648,0.040088,0.1875,0.034152,0.212963,0.036678,0.627315,0.039564,0.092593,0.029531,0.032407,0.015343,0.081019,0.028891,0.141204,0.041704,0.787743,0.046582,72
boundary_aware_scale_exception_audit_v5,recovery_scarcity,3,0.685185,0.041652,0.648148,0.051104,0.1875,0.042829,0.037037,0.018528,0.046296,0.018528,0.622685,0.048349,0.078704,0.028144,0.018519,0.012184,0.18287,0.037207,0.363426,0.048922,0.178241,0.037301,0.266204,0.04318,0.634259,0.048627,0.081019,0.025019,0.020833,0.014357,0.050926,0.02006,0.150463,0.043899,0.776123,0.03874,72
boundary_aware_scale_exception_audit_v5,recovery_scarcity,4,0.689815,0.042026,0.652778,0.04781,0.143519,0.03557,0.037037,0.017364,0.013889,0.012512,0.615741,0.048196,0.071759,0.023141,0.025463,0.013948,0.173611,0.038464,0.344907,0.038944,0.238426,0.041285,0.233796,0.03804,0.634259,0.047761,0.092593,0.024932,0.034722,0.018204,0.069444,0.023072,0.164352,0.039564,0.788067,0.039577,72
boundary_aware_scale_exception_audit_v5,recovery_scarcity,5,0.68287,0.049276,0.648148,0.04816,0.138889,0.030988,0.048611,0.020875,0.027778,0.015827,0.594907,0.042775,0.05787,0.022531,0.030093,0.017489,0.212963,0.038888,0.331019,0.044529,0.166667,0.037676,0.263889,0.046481,0.641204,0.040691,0.104167,0.02921,0.018519,0.012184,0.048611,0.01985,0.164352,0.041116,0.771296,0.046276,72
boundary_aware_scale_exception_audit_v5,recovery_scarcity,6,0.652778,0.046928,0.648148,0.045942,0.199074,0.04068,0.034722,0.015744,0.025463,0.015372,0.569444,0.04175,0.078704,0.025823,0.025463,0.013948,0.18287,0.036642,0.351852,0.046842,0.185185,0.036867,0.231481,0.036296,0.680556,0.049525,0.087963,0.025002,0.027778,0.014448,0.078704,0.023272,0.152778,0.043224,0.750926,0.047187,72
boundary_aware_scale_exception_audit_v5,recovery_scarcity,7,0.631944,0.048325,0.636574,0.048922,0.148148,0.030687,0.037037,0.018528,0.041667,0.021185,0.618056,0.046789,0.090278,0.024973,0.020833,0.014357,0.168981,0.03626,0.337963,0.04381,0.203704,0.038347,0.236111,0.043224,0.648148,0.043611,0.087963,0.025823,0.037037,0.018528,0.074074,0.023197,0.164352,0.04212,0.728553,0.045048,72
boundary_aware_scale_exception_audit_v5,recovery_scarcity,8,0.685185,0.04313,0.652778,0.043224,0.164352,0.03509,0.043981,0.021423,0.018519,0.012184,0.611111,0.049631,0.078704,0.025823,0.027778,0.015827,0.1875,0.032266,0.324074,0.045638,0.185185,0.037429,0.224537,0.042938,0.636574,0.04538,0.085648,0.02584,0.025463,0.013948,0.05787,0.021585,0.12963,0.042968,0.782847,0.042037,72
boundary_aware_scale_exception_audit_v5,recovery_scarcity,9,0.706019,0.043581,0.706019,0.044057,0.1875,0.037641,0.025463,0.013948,0.023148,0.014883,0.574074,0.050419,0.087963,0.028144,0.030093,0.016252,0.173611,0.036228,0.298611,0.043793,0.185185,0.033918,0.238426,0.03702,0.625,0.045574,0.090278,0.028851,0.016204,0.011485,0.069444,0.020176,0.145833,0.044737,0.802639,0.040794,72
boundary_aware_scale_exception_audit_v5,shortcut_shift,0,0.671296,0.040337,0.673611,0.042585,0.171296,0.035374,0.060185,0.024439,0.016204,0.011485,0.590278,0.046566,0.069444,0.024815,0.032407,0.017858,0.159722,0.031941,0.388889,0.043823,0.150463,0.029011,0.263889,0.039699,0.650463,0.046665,0.087963,0.025002,0.025463,0.013948,0.064815,0.022895,0.166667,0.039303,0.770521,0.041647,72
boundary_aware_scale_exception_audit_v5,shortcut_shift,1,0.673611,0.047233,0.641204,0.042694,0.199074,0.035765,0.041667,0.017988,0.018519,0.012184,0.585648,0.05249,0.069444,0.025643,0.011574,0.009855,0.196759,0.035582,0.303241,0.043019,0.1875,0.032907,0.268519,0.040121,0.625,0.047371,0.092593,0.028082,0.030093,0.016252,0.053241,0.020254,0.136574,0.041032,0.765104,0.04604,72
boundary_aware_scale_exception_audit_v5,shortcut_shift,2,0.664352,0.050255,0.673611,0.040059,0.141204,0.033982,0.043981,0.022376,0.018519,0.012184,0.590278,0.054803,0.05787,0.022531,0.032407,0.016648,0.155093,0.029131,0.3125,0.048325,0.199074,0.038573,0.259259,0.042806,0.643519,0.046281,0.092593,0.027329,0.023148,0.014883,0.05787,0.023439,0.18287,0.045303,0.759352,0.04737,72
boundary_aware_scale_exception_audit_v5,shortcut_shift,3,0.701389,0.047892,0.668981,0.041116,0.194444,0.044297,0.023148,0.016225,0.013889,0.010715,0.601852,0.049443,0.074074,0.022279,0.034722,0.017019,0.203704,0.037799,0.37963,0.049724,0.199074,0.04317,0.275463,0.038854,0.648148,0.041148,0.078704,0.025002,0.039352,0.019908,0.060185,0.023569,0.138889,0.043823,0.789514,0.043835,72
boundary_aware_scale_exception_audit_v5,shortcut_shift,4,0.673611,0.043072,0.680556,0.051993,0.175926,0.034729,0.032407,0.017858,0.013889,0.010715,0.585648,0.050874,0.104167,0.026196,0.016204,0.011485,0.224537,0.044372,0.344907,0.051418,0.175926,0.034122,0.263889,0.03917,0.608796,0.048421,0.078704,0.025002,0.027778,0.014448,0.055556,0.02143,0.148148,0.039597,0.766979,0.041528,72
boundary_aware_scale_exception_audit_v5,shortcut_shift,5,0.666667,0.041373,0.668981,0.044995,0.164352,0.031318,0.050926,0.022971,0.034722,0.018204,0.597222,0.051184,0.078704,0.025823,0.025463,0.013948,0.215278,0.036228,0.324074,0.04787,0.199074,0.033349,0.236111,0.036977,0.611111,0.047481,0.083333,0.027413,0.020833,0.014357,0.0625,0.023686,0.164352,0.043099,0.762338,0.040592,72
boundary_aware_scale_exception_audit_v5,shortcut_shift,6,0.668981,0.046366,0.6875,0.040833,0.189815,0.038392,0.032407,0.015343,0.030093,0.014912,0.615741,0.041694,0.078704,0.030287,0.011574,0.011784,0.194444,0.039303,0.314815,0.04215,0.171296,0.032289,0.25,0.043344,0.662037,0.046131,0.094907,0.027281,0.018519,0.012184,0.05787,0.021585,0.157407,0.045178,0.76816,0.046469,72
boundary_aware_scale_exception_audit_v5,shortcut_shift,7,0.662037,0.042846,0.657407,0.046093,0.180556,0.038089,0.053241,0.02126,0.025463,0.013948,0.631944,0.047454,0.087963,0.025823,0.023148,0.013407,0.168981,0.028528,0.3125,0.043793,0.159722,0.031941,0.263889,0.040737,0.645833,0.043314,0.081019,0.027408,0.027778,0.014448,0.06713,0.022063,0.157407,0.041317,0.762072,0.042618,72
boundary_aware_scale_exception_audit_v5,shortcut_shift,8,0.717593,0.039111,0.643519,0.052614,0.166667,0.03419,0.027778,0.014448,0.018519,0.01523,0.606481,0.05141,0.097222,0.030134,0.013889,0.012512,0.189815,0.036152,0.303241,0.043501,0.164352,0.036832,0.238426,0.038131,0.666667,0.049631,0.097222,0.028715,0.030093,0.014912,0.0625,0.022787,0.090278,0.028851,0.81419,0.036044,72
boundary_aware_scale_exception_audit_v5,shortcut_shift,9,0.69213,0.044136,0.645833,0.041341,0.166667,0.038768,0.030093,0.016252,0.034722,0.017019,0.583333,0.047919,0.05787,0.020595,0.020833,0.012821,0.155093,0.037301,0.3125,0.044737,0.210648,0.037114,0.206019,0.037948,0.599537,0.052357,0.076389,0.023241,0.050926,0.02006,0.055556,0.018276,0.131944,0.036515,0.788623,0.040393,72
compute_balanced_scaling,combined_exception_stress,0,0.300926,0.042684,0.289352,0.042367,0.337963,0.043331,0.208333,0.036408,0.226852,0.043491,0.331019,0.043099,0.25,0.039831,0.229167,0.043072,0.180556,0.034645,0.344907,0.047624,0.388889,0.040351,0.391204,0.048851,0.261574,0.04326,0.263889,0.041247,0.092593,0.025756,0.171296,0.030969,0.460648,0.05688,0.241944,0.042572,72
compute_balanced_scaling,combined_exception_stress,1,0.326389,0.048969,0.289352,0.034791,0.347222,0.044179,0.199074,0.038573,0.19213,0.039122,0.25463,0.040851,0.215278,0.037363,0.196759,0.036164,0.166667,0.031654,0.340278,0.042092,0.456019,0.045686,0.372685,0.040088,0.238426,0.045609,0.256944,0.046566,0.078704,0.022357,0.185185,0.038528,0.409722,0.060246,0.272708,0.048154,72
compute_balanced_scaling,combined_exception_stress,2,0.319444,0.044179,0.238426,0.03758,0.342593,0.04787,0.134259,0.032717,0.210648,0.039827,0.238426,0.034084,0.180556,0.03583,0.224537,0.035484,0.164352,0.033879,0.391204,0.047551,0.377315,0.04614,0.418981,0.049205,0.252315,0.040862,0.238426,0.038675,0.090278,0.028118,0.168981,0.03509,0.425926,0.056657,0.263877,0.045199,72
compute_balanced_scaling,combined_exception_stress,3,0.319444,0.040737,0.273148,0.038932,0.328704,0.049197,0.162037,0.036535,0.185185,0.040121,0.293981,0.041621,0.215278,0.041088,0.226852,0.038932,0.141204,0.026373,0.375,0.045574,0.388889,0.041874,0.375,0.042738,0.273148,0.038932,0.293981,0.039564,0.092593,0.024932,0.145833,0.034758,0.4375,0.051056,0.271343,0.040635,72
compute_balanced_scaling,combined_exception_stress,4,0.296296,0.040979,0.291667,0.045574,0.337963,0.04834,0.178241,0.041537,0.208333,0.034037,0.310185,0.041527,0.233796,0.033982,0.212963,0.040979,0.168981,0.039033,0.358796,0.050324,0.409722,0.047012,0.414352,0.044762,0.259259,0.038708,0.268519,0.037429,0.113426,0.032836,0.175926,0.037614,0.479167,0.055934,0.241319,0.042658,72
compute_balanced_scaling,combined_exception_stress,5,0.282407,0.047761,0.252315,0.039299,0.377315,0.041871,0.143519,0.034978,0.208333,0.036408,0.296296,0.039947,0.210648,0.040348,0.196759,0.04052,0.166667,0.03539,0.37037,0.049302,0.444444,0.046143,0.423611,0.046566,0.268519,0.041652,0.238426,0.035874,0.104167,0.028487,0.171296,0.032929,0.456019,0.058508,0.232407,0.048403,72
compute_balanced_scaling,combined_exception_stress,6,0.319444,0.040222,0.240741,0.041317,0.287037,0.041985,0.173611,0.037918,0.166667,0.039303,0.300926,0.046879,0.224537,0.045303,0.238426,0.039739,0.171296,0.032929,0.388889,0.049631,0.405093,0.045609,0.425926,0.050419,0.268519,0.038528,0.229167,0.042585,0.106481,0.027645,0.150463,0.03241,0.456019,0.054442,0.264167,0.042407,72
compute_balanced_scaling,combined_exception_stress,7,0.3125,0.047892,0.289352,0.044762,0.347222,0.049102,0.131944,0.030945,0.203704,0.037242,0.324074,0.044714,0.217593,0.041694,0.217593,0.039111,0.131944,0.038735,0.402778,0.048244,0.476852,0.048052,0.435185,0.043611,0.275463,0.043421,0.282407,0.040164,0.099537,0.028649,0.175926,0.038165,0.435185,0.061825,0.269641,0.048057,72
compute_balanced_scaling,combined_exception_stress,8,0.326389,0.042092,0.280093,0.042775,0.342593,0.044245,0.164352,0.03568,0.178241,0.035582,0.273148,0.047615,0.25463,0.042846,0.203704,0.0318,0.171296,0.032289,0.351852,0.044087,0.358796,0.043661,0.400463,0.047331,0.273148,0.043008,0.266204,0.046441,0.083333,0.026641,0.125,0.033418,0.43287,0.051957,0.274641,0.043693,72
compute_balanced_scaling,combined_exception_stress,9,0.340278,0.044503,0.263889,0.042247,0.342593,0.045178,0.150463,0.034891,0.203704,0.037799,0.273148,0.044441,0.238426,0.039211,0.215278,0.037363,0.18287,0.034891,0.337963,0.043331,0.405093,0.057002,0.391204,0.045762,0.240741,0.037614,0.25,0.040865,0.094907,0.025705,0.175926,0.035911,0.423611,0.056675,0.283125,0.045038,72
compute_balanced_scaling,contact_tail_shift,0,0.407407,0.043291,0.30787,0.04777,0.331019,0.048565,0.131944,0.032266,0.203704,0.043451,0.3125,0.041341,0.208333,0.035243,0.201389,0.033535,0.12963,0.030459,0.372685,0.044995,0.344907,0.038944,0.386574,0.047843,0.268519,0.044558,0.25,0.04237,0.0625,0.020875,0.131944,0.036515,0.384259,0.05392,0.365868,0.046636,72
compute_balanced_scaling,contact_tail_shift,1,0.430556,0.049102,0.300926,0.04317,0.287037,0.041985,0.166667,0.039303,0.178241,0.038944,0.287037,0.047579,0.178241,0.037856,0.1875,0.033535,0.143519,0.031855,0.351852,0.039597,0.365741,0.048196,0.414352,0.049205,0.340278,0.043072,0.24537,0.037102,0.099537,0.029369,0.143519,0.034376,0.349537,0.060668,0.392083,0.050648,72
compute_balanced_scaling,contact_tail_shift,2,0.425926,0.050419,0.293981,0.044529,0.331019,0.037948,0.115741,0.028634,0.215278,0.037363,0.310185,0.040509,0.18287,0.034891,0.18287,0.036068,0.162037,0.033557,0.372685,0.04212,0.365741,0.048196,0.375,0.044649,0.284722,0.041593,0.231481,0.041652,0.081019,0.026635,0.143519,0.036152,0.351852,0.060113,0.389433,0.052742,72
compute_balanced_scaling,contact_tail_shift,3,0.386574,0.045609,0.305556,0.046143,0.326389,0.042092,0.131944,0.035939,0.18287,0.037207,0.280093,0.042775,0.208333,0.040737,0.203704,0.040979,0.178241,0.036737,0.365741,0.041694,0.37963,0.046693,0.416667,0.04237,0.266204,0.045533,0.206019,0.036832,0.050926,0.022043,0.1875,0.040319,0.405093,0.061579,0.341771,0.046663,72
compute_balanced_scaling,contact_tail_shift,4,0.400463,0.045072,0.282407,0.04317,0.293981,0.039564,0.141204,0.030071,0.18287,0.034288,0.321759,0.042037,0.194444,0.037676,0.19213,0.041201,0.196759,0.038404,0.349537,0.045303,0.363426,0.04674,0.451389,0.051056,0.261574,0.045149,0.224537,0.043899,0.060185,0.022666,0.166667,0.038226,0.391204,0.055266,0.352037,0.046374,72
compute_balanced_scaling,contact_tail_shift,5,0.458333,0.051184,0.231481,0.035717,0.319444,0.048244,0.127315,0.029955,0.208333,0.04175,0.280093,0.03758,0.219907,0.040261,0.219907,0.03758,0.157407,0.035325,0.368056,0.044267,0.351852,0.040638,0.386574,0.050806,0.3125,0.044737,0.247685,0.040862,0.081019,0.02584,0.164352,0.033258,0.337963,0.053271,0.407593,0.053576,72
compute_balanced_scaling,contact_tail_shift,6,0.428241,0.053214,0.266204,0.040175,0.354167,0.040833,0.148148,0.034528,0.164352,0.03509,0.293981,0.048565,0.206019,0.038494,0.180556,0.035243,0.180556,0.033418,0.363426,0.046291,0.351852,0.043611,0.414352,0.042856,0.293981,0.044995,0.256944,0.039798,0.071759,0.02222,0.175926,0.040294,0.347222,0.062227,0.38691,0.052751,72
compute_balanced_scaling,contact_tail_shift,7,0.356481,0.047175,0.291667,0.04175,0.303241,0.039476,0.157407,0.035911,0.1875,0.036515,0.287037,0.035521,0.206019,0.041621,0.180556,0.036408,0.178241,0.037301,0.363426,0.043019,0.381944,0.051463,0.439815,0.03999,0.266204,0.041201,0.210648,0.036547,0.076389,0.023241,0.157407,0.032235,0.479167,0.058488,0.305556,0.046918,72
compute_balanced_scaling,contact_tail_shift,8,0.368056,0.050023,0.303241,0.04052,0.319444,0.041247,0.150463,0.034288,0.222222,0.041874,0.300926,0.045523,0.175926,0.037055,0.164352,0.04212,0.150463,0.03241,0.37037,0.040466,0.37963,0.048015,0.398148,0.04816,0.337963,0.045676,0.206019,0.043099,0.076389,0.025795,0.12963,0.0318,0.423611,0.061954,0.330903,0.048307,72
compute_balanced_scaling,contact_tail_shift,9,0.381944,0.053453,0.275463,0.042938,0.331019,0.048993,0.125,0.028715,0.171296,0.036535,0.310185,0.046281,0.222222,0.039831,0.208333,0.041247,0.145833,0.031613,0.386574,0.044215,0.372685,0.045457,0.409722,0.044737,0.3125,0.042829,0.231481,0.04215,0.081019,0.025019,0.143519,0.03557,0.414352,0.054442,0.344259,0.05448,72
compute_balanced_scaling,cross_robot_morphology,0,0.356481,0.047615,0.280093,0.041285,0.349537,0.039388,0.143519,0.031193,0.148148,0.033297,0.314815,0.045024,0.208333,0.037537,0.206019,0.039564,0.143519,0.039465,0.365741,0.045063,0.363426,0.049347,0.393519,0.044441,0.266204,0.040691,0.236111,0.04603,0.113426,0.02877,0.145833,0.035939,0.402778,0.060871,0.318299,0.048233,72
compute_balanced_scaling,cross_robot_morphology,1,0.375,0.046481,0.252315,0.035386,0.3125,0.045201,0.150463,0.029722,0.222222,0.04286,0.296296,0.042479,0.180556,0.032145,0.185185,0.032664,0.152778,0.032145,0.344907,0.04674,0.337963,0.040851,0.405093,0.040261,0.303241,0.033777,0.226852,0.047175,0.108796,0.029722,0.131944,0.026592,0.421296,0.054434,0.328634,0.045901,72
compute_balanced_scaling,cross_robot_morphology,2,0.354167,0.047012,0.280093,0.039739,0.358796,0.044607,0.148148,0.036296,0.180556,0.036977,0.337963,0.041861,0.157407,0.037055,0.18287,0.034891,0.162037,0.032929,0.439815,0.04673,0.365741,0.047761,0.398148,0.047725,0.25463,0.039288,0.240741,0.041819,0.106481,0.026879,0.148148,0.036296,0.425926,0.054784,0.314595,0.047577,72
compute_balanced_scaling,cross_robot_morphology,3,0.372685,0.040088,0.296296,0.036678,0.277778,0.043823,0.145833,0.034758,0.226852,0.04252,0.298611,0.043793,0.196759,0.04052,0.171296,0.032289,0.159722,0.036228,0.384259,0.044597,0.412037,0.049619,0.356481,0.04537,0.282407,0.048627,0.229167,0.043072,0.099537,0.030071,0.152778,0.033418,0.391204,0.051755,0.326632,0.043202,72
compute_balanced_scaling,cross_robot_morphology,4,0.421296,0.04834,0.296296,0.043929,0.31713,0.04484,0.150463,0.031759,0.196759,0.041537,0.31713,0.039388,0.208333,0.038089,0.171296,0.037661,0.171296,0.039288,0.388889,0.046594,0.398148,0.051915,0.372685,0.048133,0.261574,0.038675,0.247685,0.037672,0.085648,0.02584,0.145833,0.034152,0.365741,0.057298,0.379433,0.049022,72
compute_balanced_scaling,cross_robot_morphology,5,0.381944,0.044969,0.287037,0.041485,0.298611,0.044267,0.143519,0.034978,0.171296,0.037661,0.275463,0.041453,0.196759,0.036737,0.164352,0.03568,0.150463,0.033048,0.393519,0.046281,0.381944,0.053061,0.391204,0.046216,0.287037,0.048448,0.215278,0.041088,0.108796,0.033048,0.125,0.028715,0.351852,0.057993,0.341134,0.045059,72
compute_balanced_scaling,cross_robot_morphology,6,0.37037,0.040979,0.263889,0.039699,0.261574,0.042284,0.171296,0.031636,0.180556,0.038089,0.293981,0.04212,0.178241,0.036737,0.210648,0.038764,0.1875,0.032266,0.365741,0.045523,0.381944,0.037363,0.402778,0.045574,0.298611,0.046115,0.231481,0.037429,0.092593,0.028816,0.145833,0.038735,0.414352,0.054442,0.319942,0.043167,72
compute_balanced_scaling,cross_robot_morphology,7,0.414352,0.045686,0.25,0.04237,0.282407,0.041694,0.115741,0.032073,0.164352,0.03626,0.291667,0.043224,0.199074,0.04119,0.199074,0.036344,0.180556,0.037537,0.393519,0.048052,0.37963,0.041485,0.409722,0.042339,0.319444,0.046928,0.238426,0.03758,0.104167,0.031941,0.134259,0.032073,0.361111,0.053282,0.372859,0.047991,72
compute_balanced_scaling,cross_robot_morphology,8,0.393519,0.054178,0.266204,0.043661,0.289352,0.041871,0.166667,0.033574,0.226852,0.034376,0.347222,0.045114,0.175926,0.034122,0.206019,0.03626,0.159722,0.036228,0.386574,0.044685,0.375,0.045574,0.449074,0.039641,0.305556,0.043823,0.268519,0.039597,0.087963,0.027392,0.131944,0.030945,0.407407,0.0616,0.343808,0.053614,72
compute_balanced_scaling,cross_robot_morphology,9,0.365741,0.048627,0.31713,0.045762,0.275463,0.04711,0.143519,0.03314,0.157407,0.037055,0.31713,0.047551,0.196759,0.040001,0.203704,0.034326,0.19213,0.039652,0.37037,0.048015,0.409722,0.042829,0.407407,0.04787,0.300926,0.039641,0.252315,0.041871,0.104167,0.025387,0.178241,0.042037,0.430556,0.055864,0.327153,0.049707,72
compute_balanced_scaling,embodiment_shift,0,0.421296,0.04877,0.293981,0.047258,0.31713,0.052952,0.118056,0.031281,0.168981,0.037948,0.3125,0.048755,0.203704,0.034929,0.1875,0.038192,0.136574,0.026895,0.372685,0.048993,0.377315,0.054824,0.414352,0.050047,0.256944,0.040319,0.268519,0.044087,0.090278,0.027366,0.152778,0.032145,0.368056,0.052864,0.381366,0.052354,72
compute_balanced_scaling,embodiment_shift,1,0.405093,0.046516,0.305556,0.046143,0.314815,0.037429,0.141204,0.028649,0.168981,0.03626,0.326389,0.045431,0.175926,0.038165,0.175926,0.038165,0.171296,0.034173,0.37963,0.04579,0.375,0.040737,0.409722,0.044737,0.275463,0.04711,0.19213,0.036356,0.104167,0.02921,0.131944,0.039798,0.37963,0.055666,0.369769,0.04801,72
compute_balanced_scaling,embodiment_shift,2,0.365741,0.054689,0.291667,0.040737,0.310185,0.051002,0.108796,0.029011,0.168981,0.033879,0.280093,0.042775,0.185185,0.033918,0.159722,0.029917,0.162037,0.033557,0.333333,0.050877,0.375,0.045574,0.384259,0.044126,0.273148,0.043008,0.206019,0.039564,0.104167,0.028487,0.115741,0.030057,0.428241,0.06358,0.331134,0.056,72
compute_balanced_scaling,embodiment_shift,3,0.388889,0.043344,0.333333,0.043823,0.298611,0.047892,0.127315,0.032624,0.185185,0.040121,0.331019,0.044057,0.18287,0.036642,0.173611,0.037918,0.173611,0.031941,0.365741,0.046879,0.365741,0.039641,0.412037,0.047469,0.266204,0.041704,0.212963,0.039421,0.106481,0.030516,0.157407,0.035911,0.398148,0.053888,0.352755,0.04356,72
compute_balanced_scaling,embodiment_shift,4,0.375,0.048244,0.303241,0.050185,0.282407,0.041694,0.145833,0.028118,0.18287,0.037207,0.303241,0.049347,0.19213,0.033982,0.166667,0.03419,0.134259,0.032717,0.395833,0.047673,0.398148,0.039066,0.409722,0.041843,0.277778,0.044297,0.256944,0.037641,0.115741,0.035177,0.185185,0.034528,0.421296,0.056688,0.332315,0.049483,72
compute_balanced_scaling,embodiment_shift,5,0.368056,0.049604,0.293981,0.04212,0.319444,0.046928,0.171296,0.035959,0.171296,0.036535,0.30787,0.040175,0.162037,0.028876,0.178241,0.034389,0.185185,0.03136,0.375,0.049945,0.377315,0.042856,0.391204,0.046216,0.259259,0.040808,0.231481,0.042643,0.099537,0.030071,0.138889,0.03419,0.421296,0.060603,0.325162,0.051595,72
