method,split,seed,mean_success,ci95_success,mean_rare_failure_recall,ci95_rare_failure_recall,mean_contact_boundary_error,ci95_contact_boundary_error,mean_unsafe_commitment,ci95_unsafe_commitment,mean_overtrust_rate,ci95_overtrust_rate,mean_recovery_success,ci95_recovery_success,mean_tail_risk_rate,ci95_tail_risk_rate,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_average_scaling_gain,ci95_average_scaling_gain,mean_boundary_risk_slope,ci95_boundary_risk_slope,mean_scale_exception_gap,ci95_scale_exception_gap,mean_boundary_coverage,ci95_boundary_coverage,mean_shortcut_reliance,ci95_shortcut_reliance,mean_morphology_transfer_gap,ci95_morphology_transfer_gap,mean_recoverability_deficit,ci95_recoverability_deficit,mean_regret_to_oracle,ci95_regret_to_oracle,mean_utility,ci95_utility,groups
invariance_penalty_policy,heldout_exception_composition,4,0.395833,0.047233,0.358796,0.038585,0.291667,0.043704,0.111111,0.028896,0.094907,0.024026,0.337963,0.043331,0.159722,0.0368,0.143519,0.03314,0.185185,0.038528,0.3125,0.032266,0.326389,0.045888,0.280093,0.040261,0.393519,0.043968,0.208333,0.03583,0.053241,0.02222,0.111111,0.030306,0.363426,0.058981,0.398773,0.049964,72
invariance_penalty_policy,heldout_exception_composition,5,0.453704,0.046693,0.37037,0.045332,0.293981,0.042612,0.113426,0.029487,0.127315,0.032624,0.354167,0.046115,0.166667,0.036551,0.145833,0.034758,0.1875,0.037641,0.275463,0.038313,0.314815,0.041148,0.337963,0.042356,0.365741,0.049899,0.138889,0.032947,0.06713,0.02299,0.12963,0.033087,0.3125,0.053648,0.445521,0.050637,72
invariance_penalty_policy,heldout_exception_composition,6,0.418981,0.050047,0.349537,0.038854,0.261574,0.038131,0.125,0.028715,0.131944,0.034758,0.361111,0.046143,0.152778,0.034645,0.127315,0.029955,0.173611,0.0368,0.314815,0.04215,0.358796,0.041201,0.268519,0.033918,0.384259,0.045063,0.171296,0.039288,0.081019,0.02584,0.141204,0.03804,0.377315,0.064934,0.41706,0.051875,72
invariance_penalty_policy,heldout_exception_composition,7,0.458333,0.053963,0.356481,0.048913,0.296296,0.043451,0.134259,0.032717,0.099537,0.026373,0.405093,0.03758,0.175926,0.033505,0.127315,0.033258,0.168981,0.033879,0.270833,0.041593,0.275463,0.040947,0.310185,0.048484,0.310185,0.04537,0.143519,0.041527,0.060185,0.025278,0.12037,0.029056,0.3125,0.059549,0.451933,0.057225,72
invariance_penalty_policy,heldout_exception_composition,8,0.4375,0.047673,0.333333,0.04523,0.233796,0.040175,0.101852,0.029999,0.134259,0.033349,0.349537,0.04711,0.166667,0.033574,0.157407,0.034122,0.159722,0.032588,0.296296,0.044401,0.296296,0.040466,0.303241,0.042037,0.356481,0.049338,0.122685,0.032942,0.074074,0.024932,0.138889,0.032307,0.331019,0.05688,0.431863,0.052014,72
invariance_penalty_policy,heldout_exception_composition,9,0.43287,0.042202,0.375,0.043224,0.247685,0.038222,0.125,0.029433,0.138889,0.03419,0.375,0.037537,0.148148,0.029999,0.143519,0.029116,0.138889,0.035975,0.30787,0.03804,0.328704,0.037102,0.335648,0.04212,0.375,0.043704,0.148148,0.030687,0.05787,0.020595,0.12037,0.029056,0.3125,0.052068,0.43022,0.042329,72
invariance_penalty_policy,nominal_scaling,0,0.578704,0.045217,0.388889,0.043823,0.263889,0.038089,0.069444,0.023072,0.12963,0.034929,0.393519,0.044441,0.141204,0.033982,0.12037,0.03245,0.168981,0.037394,0.321759,0.053017,0.256944,0.041843,0.284722,0.037363,0.474537,0.050737,0.12037,0.027582,0.037037,0.019622,0.076389,0.023241,0.252315,0.051283,0.60059,0.046689,72
invariance_penalty_policy,nominal_scaling,1,0.550926,0.04598,0.377315,0.047478,0.217593,0.042192,0.111111,0.025845,0.094907,0.026505,0.375,0.044179,0.138889,0.034796,0.090278,0.027366,0.152778,0.034037,0.340278,0.042585,0.24537,0.039288,0.270833,0.045888,0.423611,0.046566,0.152778,0.031489,0.050926,0.02006,0.099537,0.027911,0.277778,0.052492,0.565116,0.048297,72
invariance_penalty_policy,nominal_scaling,2,0.597222,0.050774,0.398148,0.044558,0.206019,0.039564,0.090278,0.027366,0.115741,0.024722,0.377315,0.047916,0.127315,0.033258,0.085648,0.025019,0.145833,0.034758,0.335648,0.044995,0.268519,0.040121,0.310185,0.041021,0.444444,0.047919,0.108796,0.028283,0.048611,0.018769,0.101852,0.027073,0.275463,0.054506,0.613808,0.051952,72
invariance_penalty_policy,nominal_scaling,3,0.590278,0.044267,0.409722,0.050023,0.256944,0.042829,0.097222,0.030819,0.06713,0.024739,0.395833,0.043072,0.155093,0.033777,0.108796,0.029722,0.155093,0.034389,0.326389,0.047673,0.256944,0.041341,0.333333,0.045689,0.418981,0.050874,0.106481,0.029824,0.043981,0.018268,0.108796,0.028283,0.256944,0.047012,0.607234,0.047405,72
invariance_penalty_policy,nominal_scaling,4,0.527778,0.04237,0.405093,0.046516,0.238426,0.047405,0.087963,0.026619,0.111111,0.027413,0.400463,0.046888,0.131944,0.033535,0.115741,0.032073,0.159722,0.0368,0.358796,0.045989,0.282407,0.041694,0.337963,0.04381,0.4375,0.052268,0.127315,0.03449,0.043981,0.021423,0.101852,0.024651,0.275463,0.050942,0.545069,0.045074,72
invariance_penalty_policy,nominal_scaling,5,0.548611,0.039535,0.391204,0.050942,0.268519,0.041652,0.060185,0.024439,0.12963,0.029766,0.354167,0.045201,0.134259,0.029354,0.097222,0.027222,0.166667,0.036551,0.280093,0.042284,0.238426,0.038675,0.305556,0.04523,0.414352,0.048779,0.127315,0.036832,0.034722,0.015744,0.085648,0.027408,0.261574,0.046962,0.564444,0.043407,72
invariance_penalty_policy,nominal_scaling,6,0.564815,0.050281,0.423611,0.048755,0.25,0.040865,0.074074,0.025756,0.085648,0.029605,0.409722,0.048755,0.148148,0.036296,0.127315,0.033879,0.152778,0.036408,0.358796,0.051553,0.268519,0.043611,0.321759,0.048922,0.423611,0.045201,0.127315,0.027786,0.039352,0.017687,0.115741,0.034578,0.289352,0.054442,0.586204,0.053409,72
invariance_penalty_policy,nominal_scaling,7,0.574074,0.05124,0.407407,0.04699,0.238426,0.040776,0.076389,0.024122,0.090278,0.024973,0.377315,0.047916,0.12037,0.0318,0.115741,0.027896,0.152778,0.033418,0.347222,0.050774,0.303241,0.047184,0.305556,0.049208,0.402778,0.048244,0.127315,0.036832,0.053241,0.023141,0.064815,0.023789,0.273148,0.058974,0.594248,0.053666,72
invariance_penalty_policy,nominal_scaling,8,0.585648,0.049205,0.37037,0.050142,0.206019,0.037948,0.076389,0.024122,0.106481,0.032504,0.365741,0.045523,0.12963,0.028329,0.111111,0.033574,0.145833,0.034152,0.296296,0.043929,0.263889,0.039699,0.319444,0.04781,0.386574,0.046962,0.155093,0.029839,0.048611,0.01985,0.099537,0.027153,0.25,0.049631,0.597106,0.049135,72
invariance_penalty_policy,nominal_scaling,9,0.555556,0.040865,0.421296,0.045217,0.247685,0.037672,0.101852,0.027073,0.12037,0.033087,0.476852,0.04537,0.118056,0.028487,0.134259,0.035177,0.136574,0.029131,0.377315,0.041369,0.282407,0.04068,0.261574,0.040776,0.451389,0.044503,0.125,0.034037,0.043981,0.017087,0.092593,0.027329,0.291667,0.046481,0.586181,0.041807,72
invariance_penalty_policy,recovery_scarcity,0,0.453704,0.045332,0.363426,0.048061,0.282407,0.045063,0.104167,0.028487,0.106481,0.029824,0.407407,0.045638,0.138889,0.030988,0.12963,0.036104,0.19213,0.039122,0.289352,0.043341,0.300926,0.044126,0.273148,0.038392,0.375,0.043704,0.145833,0.034152,0.0625,0.024551,0.122685,0.032302,0.303241,0.056818,0.463461,0.046723,72
invariance_penalty_policy,recovery_scarcity,1,0.425926,0.050003,0.375,0.04603,0.280093,0.040261,0.087963,0.027392,0.122685,0.027408,0.372685,0.043581,0.178241,0.034389,0.134259,0.030057,0.1875,0.037083,0.284722,0.044031,0.305556,0.044766,0.280093,0.045609,0.37037,0.044401,0.152778,0.038633,0.043981,0.018268,0.12037,0.030459,0.356481,0.053791,0.428009,0.052925,72
invariance_penalty_policy,recovery_scarcity,2,0.462963,0.044401,0.375,0.045114,0.268519,0.036296,0.108796,0.034891,0.106481,0.031193,0.365741,0.047761,0.196759,0.036737,0.125,0.03583,0.157407,0.036487,0.349537,0.040434,0.25463,0.042356,0.296296,0.043929,0.384259,0.041694,0.148148,0.034528,0.050926,0.02006,0.143519,0.03314,0.321759,0.051418,0.462824,0.046847,72
invariance_penalty_policy,recovery_scarcity,3,0.469907,0.047624,0.354167,0.044267,0.277778,0.04286,0.115741,0.027896,0.127315,0.033258,0.386574,0.042775,0.168981,0.037948,0.12963,0.035521,0.173611,0.039003,0.324074,0.040294,0.363426,0.04674,0.303241,0.044918,0.393519,0.045828,0.155093,0.032517,0.0625,0.021852,0.12963,0.03245,0.328704,0.058856,0.470035,0.048954,72
invariance_penalty_policy,recovery_scarcity,4,0.416667,0.04523,0.356481,0.04252,0.231481,0.040638,0.113426,0.027281,0.136574,0.029839,0.368056,0.045201,0.159722,0.035647,0.134259,0.035177,0.1875,0.035353,0.289352,0.047916,0.300926,0.045523,0.277778,0.040351,0.402778,0.049102,0.127315,0.031318,0.06713,0.023881,0.118056,0.028487,0.37963,0.053759,0.41537,0.047739,72
invariance_penalty_policy,recovery_scarcity,5,0.474537,0.042202,0.354167,0.044737,0.270833,0.040577,0.111111,0.028164,0.099537,0.027911,0.340278,0.050232,0.185185,0.034528,0.108796,0.025974,0.199074,0.038028,0.349537,0.052556,0.314815,0.043611,0.296296,0.049724,0.384259,0.047322,0.127315,0.031978,0.053241,0.02126,0.148148,0.033918,0.333333,0.046594,0.469491,0.042935,72
invariance_penalty_policy,recovery_scarcity,6,0.428241,0.045609,0.400463,0.048205,0.238426,0.042284,0.113426,0.03087,0.097222,0.025643,0.368056,0.054036,0.143519,0.036725,0.150463,0.036642,0.157407,0.031581,0.358796,0.048205,0.337963,0.050865,0.270833,0.041088,0.414352,0.04659,0.134259,0.032717,0.046296,0.017364,0.150463,0.034288,0.326389,0.055371,0.442465,0.048805,72
invariance_penalty_policy,recovery_scarcity,7,0.469907,0.046291,0.349537,0.046216,0.261574,0.042284,0.118056,0.031941,0.106481,0.02839,0.358796,0.046441,0.180556,0.034645,0.157407,0.034122,0.18287,0.038313,0.342593,0.049161,0.310185,0.04673,0.31713,0.04484,0.395833,0.048109,0.152778,0.036408,0.055556,0.019384,0.115741,0.033349,0.300926,0.058023,0.46625,0.050049,72
invariance_penalty_policy,recovery_scarcity,8,0.444444,0.046143,0.375,0.044179,0.266204,0.04318,0.115741,0.036344,0.090278,0.029566,0.298611,0.046115,0.148148,0.033918,0.138889,0.030306,0.164352,0.037394,0.3125,0.042339,0.284722,0.044503,0.298611,0.044267,0.384259,0.048627,0.127315,0.03449,0.053241,0.020254,0.131944,0.034152,0.328704,0.052481,0.446586,0.04905,72
invariance_penalty_policy,recovery_scarcity,9,0.462963,0.049724,0.384259,0.048196,0.25463,0.043331,0.087963,0.028876,0.150463,0.033673,0.335648,0.047697,0.162037,0.033557,0.125,0.031489,0.173611,0.033845,0.347222,0.044179,0.305556,0.04286,0.270833,0.037918,0.391204,0.050116,0.152778,0.037537,0.043981,0.021423,0.125,0.030134,0.347222,0.056974,0.463924,0.051025,72
invariance_penalty_policy,shortcut_shift,0,0.458333,0.03917,0.365741,0.042192,0.259259,0.046544,0.094907,0.026505,0.12037,0.031137,0.381944,0.040577,0.141204,0.031429,0.125,0.030819,0.168981,0.031318,0.298611,0.043793,0.3125,0.042339,0.31713,0.042938,0.416667,0.049208,0.150463,0.031095,0.064815,0.023789,0.145833,0.028118,0.328704,0.054816,0.464803,0.041636,72
invariance_penalty_policy,shortcut_shift,1,0.525463,0.046441,0.358796,0.045072,0.25,0.039831,0.078704,0.027392,0.136574,0.033777,0.391204,0.050531,0.141204,0.034591,0.155093,0.032517,0.196759,0.04052,0.298611,0.035939,0.247685,0.045226,0.293981,0.036832,0.391204,0.044372,0.148148,0.032018,0.037037,0.017364,0.118056,0.026982,0.25463,0.049197,0.533287,0.05035,72
invariance_penalty_policy,shortcut_shift,2,0.460648,0.04212,0.344907,0.038404,0.259259,0.044714,0.094907,0.030187,0.094907,0.026505,0.386574,0.041285,0.150463,0.031095,0.122685,0.030983,0.171296,0.039816,0.289352,0.042367,0.300926,0.041694,0.3125,0.043314,0.377315,0.052886,0.171296,0.035959,0.055556,0.023297,0.111111,0.02961,0.337963,0.053271,0.464167,0.04343,72
invariance_penalty_policy,shortcut_shift,3,0.467593,0.043651,0.361111,0.039831,0.252315,0.037672,0.094907,0.02877,0.118056,0.033223,0.391204,0.046216,0.166667,0.036551,0.155093,0.035582,0.131944,0.032266,0.344907,0.042037,0.298611,0.046566,0.305556,0.041874,0.37963,0.046244,0.141204,0.030071,0.046296,0.021645,0.108796,0.029722,0.3125,0.047892,0.472755,0.045297,72
invariance_penalty_policy,shortcut_shift,4,0.483796,0.042938,0.398148,0.044558,0.25,0.044297,0.085648,0.023291,0.106481,0.031193,0.386574,0.047405,0.152778,0.036408,0.134259,0.032717,0.171296,0.028876,0.284722,0.043554,0.273148,0.041527,0.282407,0.039641,0.377315,0.042367,0.12037,0.030459,0.050926,0.021075,0.12963,0.030459,0.287037,0.050968,0.49691,0.04553,72
invariance_penalty_policy,shortcut_shift,5,0.43287,0.045533,0.340278,0.037918,0.259259,0.042806,0.092593,0.024932,0.127315,0.032624,0.395833,0.046789,0.148148,0.032664,0.113426,0.026505,0.162037,0.032289,0.349537,0.039388,0.280093,0.045149,0.303241,0.041537,0.363426,0.052224,0.145833,0.032266,0.050926,0.02006,0.078704,0.024152,0.37037,0.055666,0.432535,0.045974,72
invariance_penalty_policy,shortcut_shift,6,0.465278,0.049604,0.395833,0.046789,0.300926,0.047322,0.115741,0.030057,0.094907,0.030187,0.342593,0.048304,0.150463,0.035484,0.118056,0.032588,0.159722,0.034456,0.287037,0.040979,0.284722,0.046789,0.303241,0.033777,0.388889,0.052492,0.118056,0.028487,0.055556,0.023297,0.118056,0.02921,0.321759,0.053799,0.471296,0.05415,72
invariance_penalty_policy,shortcut_shift,7,0.50463,0.04834,0.361111,0.050465,0.287037,0.044869,0.06713,0.023881,0.138889,0.032947,0.384259,0.040164,0.134259,0.034578,0.131944,0.029566,0.18287,0.037207,0.280093,0.044685,0.324074,0.037055,0.328704,0.047469,0.37037,0.042479,0.138889,0.033574,0.050926,0.021075,0.115741,0.027137,0.289352,0.050047,0.508657,0.051201,72
invariance_penalty_policy,shortcut_shift,8,0.469907,0.04445,0.386574,0.046065,0.273148,0.040509,0.078704,0.025823,0.12963,0.03245,0.351852,0.048592,0.12963,0.031137,0.118056,0.027744,0.171296,0.040337,0.298611,0.041843,0.324074,0.039772,0.270833,0.048109,0.354167,0.048755,0.148148,0.033297,0.05787,0.023439,0.113426,0.029487,0.275463,0.046665,0.479028,0.046831,72
invariance_penalty_policy,shortcut_shift,9,0.460648,0.045457,0.386574,0.042775,0.256944,0.043793,0.111111,0.031654,0.127315,0.032624,0.405093,0.046065,0.136574,0.029839,0.125,0.031489,0.185185,0.038528,0.326389,0.041593,0.326389,0.044031,0.259259,0.040294,0.398148,0.04313,0.162037,0.034173,0.046296,0.018528,0.131944,0.031613,0.300926,0.051545,0.471424,0.045838,72
large_behavior_clone,combined_exception_stress,0,0.212963,0.044869,0.166667,0.034796,0.372685,0.051486,0.162037,0.030969,0.266204,0.042202,0.219907,0.03758,0.273148,0.043008,0.261574,0.036452,0.159722,0.034456,0.375,0.040222,0.483796,0.038854,0.4375,0.046789,0.196759,0.043019,0.3125,0.046115,0.113426,0.029487,0.166667,0.034796,0.541667,0.058777,0.142118,0.039177,72
large_behavior_clone,combined_exception_stress,1,0.217593,0.046432,0.18287,0.034288,0.344907,0.04674,0.152778,0.034645,0.24537,0.038211,0.24537,0.041359,0.240741,0.041317,0.25463,0.045217,0.189815,0.040509,0.319444,0.042738,0.456019,0.04659,0.416667,0.050465,0.18287,0.035484,0.30787,0.047331,0.148148,0.035717,0.173611,0.034456,0.509259,0.057752,0.163113,0.041667,72
large_behavior_clone,combined_exception_stress,2,0.243056,0.044737,0.185185,0.039597,0.375,0.047371,0.185185,0.038528,0.25463,0.039816,0.238426,0.040261,0.203704,0.038347,0.275463,0.041954,0.155093,0.028405,0.365741,0.048196,0.435185,0.048592,0.418981,0.047036,0.194444,0.034796,0.282407,0.040164,0.106481,0.029824,0.18287,0.033048,0.509259,0.055916,0.176505,0.041708,72
large_behavior_clone,combined_exception_stress,3,0.222222,0.04523,0.166667,0.035975,0.358796,0.049064,0.18287,0.040947,0.25463,0.036535,0.226852,0.043968,0.270833,0.039535,0.287037,0.037799,0.150463,0.034891,0.356481,0.048052,0.428241,0.046962,0.486111,0.044179,0.19213,0.03804,0.270833,0.042092,0.111111,0.031654,0.194444,0.035975,0.534722,0.059197,0.15728,0.03975,72
large_behavior_clone,combined_exception_stress,4,0.261574,0.04326,0.143519,0.032504,0.363426,0.043501,0.18287,0.037207,0.233796,0.039652,0.247685,0.042367,0.236111,0.038089,0.273148,0.047175,0.189815,0.041527,0.372685,0.045457,0.456019,0.049628,0.453704,0.047138,0.178241,0.034991,0.284722,0.044969,0.118056,0.032588,0.19213,0.036926,0.511574,0.056818,0.181539,0.04034,72
large_behavior_clone,combined_exception_stress,5,0.233796,0.045072,0.185185,0.040638,0.37037,0.045332,0.196759,0.04445,0.252315,0.042367,0.231481,0.044558,0.212963,0.037799,0.287037,0.041985,0.196759,0.033777,0.356481,0.039465,0.465278,0.046566,0.400463,0.049064,0.210648,0.045226,0.293981,0.04212,0.078704,0.024152,0.152778,0.038089,0.497685,0.056141,0.170197,0.040927,72
large_behavior_clone,combined_exception_stress,6,0.215278,0.039003,0.206019,0.040088,0.402778,0.046481,0.206019,0.039033,0.252315,0.040862,0.212963,0.034326,0.266204,0.035777,0.224537,0.035484,0.168981,0.041116,0.328704,0.04381,0.467593,0.040164,0.421296,0.049197,0.201389,0.03927,0.298611,0.039798,0.085648,0.023291,0.19213,0.03804,0.555556,0.056698,0.141644,0.034924,72
large_behavior_clone,combined_exception_stress,7,0.212963,0.037242,0.175926,0.036487,0.356481,0.048052,0.226852,0.036152,0.247685,0.042367,0.194444,0.037118,0.229167,0.043554,0.266204,0.040175,0.194444,0.03539,0.333333,0.039831,0.43287,0.049907,0.393519,0.044908,0.210648,0.036547,0.310185,0.043008,0.118056,0.030606,0.171296,0.034779,0.523148,0.061402,0.137465,0.033504,72
large_behavior_clone,combined_exception_stress,8,0.25463,0.042846,0.150463,0.034288,0.405093,0.052423,0.173611,0.033223,0.256944,0.038735,0.196759,0.038944,0.270833,0.047233,0.224537,0.039388,0.131944,0.029566,0.361111,0.047919,0.469907,0.04052,0.363426,0.04538,0.206019,0.03568,0.303241,0.041032,0.106481,0.031193,0.171296,0.037661,0.502315,0.053864,0.180058,0.038823,72
large_behavior_clone,combined_exception_stress,9,0.236111,0.04603,0.173611,0.039003,0.310185,0.048052,0.1875,0.03927,0.24537,0.044284,0.210648,0.038764,0.199074,0.041694,0.231481,0.037982,0.138889,0.034796,0.321759,0.039476,0.483796,0.050531,0.44213,0.043899,0.180556,0.034037,0.310185,0.043491,0.12963,0.03245,0.180556,0.038633,0.527778,0.059571,0.169664,0.044122,72
large_behavior_clone,contact_tail_shift,0,0.296296,0.050968,0.178241,0.032517,0.349537,0.043421,0.162037,0.034779,0.222222,0.037118,0.293981,0.043099,0.217593,0.040164,0.236111,0.044179,0.159722,0.038464,0.412037,0.047907,0.386574,0.047843,0.400463,0.049907,0.203704,0.040466,0.231481,0.039597,0.076389,0.024973,0.134259,0.033969,0.50463,0.065884,0.23537,0.050642,72
large_behavior_clone,contact_tail_shift,1,0.326389,0.045888,0.212963,0.036104,0.328704,0.041861,0.168981,0.033879,0.208333,0.044649,0.268519,0.042643,0.226852,0.038392,0.217593,0.039111,0.143519,0.036725,0.381944,0.045888,0.418981,0.047916,0.418981,0.042856,0.233796,0.040175,0.256944,0.041341,0.106481,0.025278,0.145833,0.037641,0.453704,0.062386,0.265231,0.045942,72
large_behavior_clone,contact_tail_shift,2,0.310185,0.044441,0.219907,0.041285,0.356481,0.041021,0.210648,0.03165,0.196759,0.041537,0.252315,0.038764,0.208333,0.034645,0.238426,0.040776,0.148148,0.033297,0.388889,0.050877,0.388889,0.044297,0.405093,0.052024,0.252315,0.038764,0.277778,0.044766,0.083333,0.024176,0.141204,0.030758,0.462963,0.057872,0.250382,0.044044,72
large_behavior_clone,contact_tail_shift,3,0.361111,0.048782,0.18287,0.033673,0.388889,0.050465,0.122685,0.030983,0.231481,0.037429,0.229167,0.033845,0.233796,0.047331,0.224537,0.040947,0.136574,0.03053,0.337963,0.045217,0.363426,0.042037,0.421296,0.044753,0.217593,0.038028,0.226852,0.044908,0.097222,0.027222,0.171296,0.032929,0.4375,0.053842,0.290937,0.04912,72
large_behavior_clone,contact_tail_shift,4,0.337963,0.040851,0.185185,0.040638,0.388889,0.046594,0.173611,0.040059,0.1875,0.036515,0.210648,0.037114,0.243056,0.044267,0.277778,0.040865,0.157407,0.032876,0.391204,0.043899,0.416667,0.050877,0.402778,0.045574,0.231481,0.035717,0.252315,0.041369,0.106481,0.029116,0.189815,0.03999,0.453704,0.051376,0.270463,0.038782,72
large_behavior_clone,contact_tail_shift,5,0.321759,0.051011,0.203704,0.040466,0.377315,0.04382,0.199074,0.036344,0.252315,0.039299,0.243056,0.043314,0.206019,0.03449,0.229167,0.035647,0.159722,0.034456,0.372685,0.043099,0.423611,0.046115,0.444444,0.050465,0.252315,0.039827,0.240741,0.040294,0.092593,0.023197,0.141204,0.030758,0.467593,0.061175,0.253194,0.051137,72
large_behavior_clone,contact_tail_shift,6,0.326389,0.045431,0.185185,0.037429,0.344907,0.046291,0.206019,0.037394,0.222222,0.041874,0.243056,0.040319,0.24537,0.04381,0.168981,0.03568,0.180556,0.041247,0.368056,0.044267,0.381944,0.042585,0.400463,0.044607,0.201389,0.036515,0.277778,0.039303,0.090278,0.027366,0.164352,0.038494,0.435185,0.051915,0.250683,0.044075,72
large_behavior_clone,contact_tail_shift,7,0.3125,0.046566,0.19213,0.034591,0.381944,0.037918,0.148148,0.032664,0.224537,0.036068,0.263889,0.03583,0.226852,0.037289,0.261574,0.044215,0.189815,0.03999,0.372685,0.044529,0.402778,0.046928,0.421296,0.045217,0.201389,0.037083,0.219907,0.03758,0.087963,0.023272,0.162037,0.038211,0.518519,0.059765,0.244178,0.045066,72
large_behavior_clone,contact_tail_shift,8,0.331019,0.048993,0.208333,0.038633,0.337963,0.050038,0.201389,0.039798,0.215278,0.034456,0.236111,0.044649,0.196759,0.03053,0.268519,0.041652,0.157407,0.035325,0.331019,0.045457,0.391204,0.039388,0.414352,0.051283,0.189815,0.036725,0.256944,0.043793,0.081019,0.027408,0.168981,0.03509,0.456019,0.061973,0.259687,0.047415,72
large_behavior_clone,contact_tail_shift,9,0.321759,0.04538,0.199074,0.039641,0.331019,0.041621,0.196759,0.041032,0.189815,0.03314,0.238426,0.040261,0.19213,0.035189,0.229167,0.041593,0.168981,0.03626,0.358796,0.045989,0.354167,0.047892,0.405093,0.047843,0.238426,0.040776,0.233796,0.042202,0.087963,0.026619,0.148148,0.035717,0.472222,0.052093,0.255058,0.046224,72
large_behavior_clone,cross_robot_morphology,0,0.30787,0.044136,0.222222,0.04286,0.344907,0.039476,0.189815,0.041527,0.222222,0.040865,0.240741,0.038708,0.1875,0.038735,0.25463,0.035959,0.143519,0.034978,0.365741,0.040164,0.412037,0.054434,0.479167,0.04566,0.210648,0.04659,0.298611,0.045201,0.111111,0.02961,0.148148,0.030687,0.449074,0.059444,0.237153,0.047208,72
large_behavior_clone,cross_robot_morphology,1,0.321759,0.049768,0.222222,0.043823,0.335648,0.049838,0.148148,0.032018,0.222222,0.037118,0.215278,0.040059,0.194444,0.038768,0.240741,0.04377,0.134259,0.030743,0.391204,0.050531,0.391204,0.042938,0.4375,0.040577,0.206019,0.041116,0.226852,0.044441,0.097222,0.030134,0.173611,0.034456,0.469907,0.05645,0.25765,0.049788,72
large_behavior_clone,cross_robot_morphology,2,0.300926,0.035765,0.208333,0.042738,0.349537,0.048421,0.185185,0.037429,0.229167,0.036228,0.222222,0.041874,0.222222,0.038226,0.24537,0.040851,0.134259,0.034578,0.335648,0.044529,0.416667,0.044297,0.430556,0.044649,0.25,0.040865,0.310185,0.048052,0.115741,0.032073,0.145833,0.030263,0.474537,0.046441,0.22912,0.033885,72
large_behavior_clone,cross_robot_morphology,3,0.333333,0.056329,0.206019,0.03626,0.347222,0.038633,0.155093,0.033153,0.185185,0.033918,0.203704,0.036104,0.18287,0.035484,0.231481,0.045942,0.185185,0.034528,0.354167,0.042339,0.398148,0.049864,0.412037,0.050038,0.1875,0.038192,0.275463,0.04711,0.131944,0.030263,0.178241,0.034991,0.444444,0.067148,0.2786,0.054608,72
large_behavior_clone,cross_robot_morphology,4,0.305556,0.04286,0.194444,0.03419,0.349537,0.05135,0.150463,0.034891,0.215278,0.039003,0.293981,0.045457,0.252315,0.036547,0.236111,0.045114,0.157407,0.033505,0.358796,0.051147,0.435185,0.047285,0.421296,0.043331,0.25463,0.034779,0.233796,0.042694,0.136574,0.031869,0.155093,0.038944,0.469907,0.060034,0.24228,0.043455,72
large_behavior_clone,cross_robot_morphology,5,0.335648,0.047258,0.233796,0.045533,0.310185,0.037289,0.127315,0.03449,0.212963,0.036104,0.259259,0.039244,0.256944,0.040319,0.231481,0.037429,0.185185,0.036296,0.393519,0.049338,0.37037,0.046693,0.446759,0.049977,0.233796,0.035777,0.275463,0.040947,0.131944,0.035939,0.168981,0.039033,0.400463,0.054697,0.272396,0.046212,72
large_behavior_clone,cross_robot_morphology,6,0.314815,0.044087,0.210648,0.035386,0.337963,0.042356,0.157407,0.035325,0.210648,0.035971,0.19213,0.03804,0.201389,0.031613,0.25463,0.040337,0.157407,0.032235,0.354167,0.049604,0.423611,0.047012,0.4375,0.045888,0.229167,0.040577,0.24537,0.040851,0.125,0.031489,0.19213,0.035189,0.467593,0.057662,0.24713,0.042878,72
large_behavior_clone,cross_robot_morphology,7,0.31713,0.04484,0.206019,0.03568,0.331019,0.043099,0.194444,0.038768,0.210648,0.043341,0.215278,0.031941,0.233796,0.042694,0.261574,0.042284,0.145833,0.033535,0.377315,0.04614,0.44213,0.049698,0.377315,0.04659,0.226852,0.037845,0.300926,0.045063,0.155093,0.034389,0.162037,0.041861,0.449074,0.052349,0.245035,0.044137,72
large_behavior_clone,cross_robot_morphology,8,0.284722,0.043072,0.189815,0.037845,0.319444,0.046928,0.136574,0.035582,0.212963,0.037242,0.185185,0.036296,0.226852,0.03999,0.226852,0.044441,0.162037,0.032289,0.340278,0.038464,0.405093,0.049558,0.386574,0.044215,0.229167,0.043072,0.231481,0.04313,0.125,0.034645,0.143519,0.031855,0.493056,0.059021,0.219317,0.040323,72
large_behavior_clone,cross_robot_morphology,9,0.31713,0.051755,0.203704,0.035521,0.328704,0.044284,0.168981,0.03568,0.226852,0.040509,0.219907,0.04374,0.224537,0.035484,0.247685,0.038764,0.148148,0.032018,0.421296,0.044753,0.453704,0.048877,0.384259,0.043651,0.231481,0.037429,0.231481,0.037982,0.115741,0.026356,0.164352,0.037394,0.476852,0.063079,0.256111,0.053128,72
large_behavior_clone,embodiment_shift,0,0.328704,0.047469,0.171296,0.038753,0.3125,0.041341,0.175926,0.037614,0.243056,0.040833,0.222222,0.043344,0.247685,0.045686,0.261574,0.040261,0.19213,0.039122,0.377315,0.050462,0.412037,0.046581,0.435185,0.055038,0.243056,0.041843,0.252315,0.042856,0.094907,0.03087,0.155093,0.031207,0.451389,0.048541,0.244271,0.048314,72
